round,grade,matchup,opposition,batting_team,batsman_name,runs,balls,fours,sixes,how_out
1,1st,CAS vs RIC,RIC,CAS,Daud Malik,15,16,1,0,c: S Mills b: A Anlezark
1,1st,CAS vs RIC,RIC,CAS,Finlay Gordon,,2,0,0,c: D Parikh b: J Sawrey
1,1st,CAS vs RIC,RIC,CAS,Jackson Isakka,37,28,3,1,lbw: S Mills
1,1st,CAS vs RIC,RIC,CAS,Ashley Chandrasinghe,51,34,4,1,c: D Parikh b: J Sawrey
1,1st,CAS vs RIC,RIC,CAS,Harry Hoekstra,8,4,0,1,c: J Sawrey b: D Parikh
1,1st,CAS vs RIC,RIC,CAS,Ruwantha Kellapotha,17,11,0,2,c: J Doherty b: J Sawrey
1,1st,CAS vs RIC,RIC,CAS,Aaron Abeyesekera,20,12,3,0,c: T Goodman b: D Parikh
1,1st,CAS vs RIC,RIC,CAS,Devin Pollock,5,4,0,0,c: D Scholz b: B Rose
1,1st,CAS vs RIC,RIC,CAS,Muhammad Irfan,4,6,0,0,b: S Mills
1,1st,CAS vs RIC,RIC,CAS,Nathan Lambden,,3,0,0,c: D Parikh b: S Mills
1,1st,CAS vs RIC,RIC,CAS,Akshay Ramkumar,1,1,0,0,not out
1,1st,CAS vs RIC,RIC,CAS,Chris Benedek,,,,,did not bat
1,1st,CAS vs RIC,CAS,RIC,Dan Scholz,26,24,2,2,not out
1,1st,CAS vs RIC,CAS,RIC,James Doherty,,1,0,0,b: A Ramkumar
1,1st,CAS vs RIC,CAS,RIC,Jonathan D’Rozario,6,5,1,0,b: A Ramkumar
1,1st,CAS vs RIC,CAS,RIC,Connor Hinds,19,12,3,0,not out
1,1st,CAS vs RIC,CAS,RIC,Austin Anlezark,,,,,did not bat
1,1st,CAS vs RIC,CAS,RIC,Joshua Ash,,,,,did not bat
1,1st,CAS vs RIC,CAS,RIC,Tim Goodman,,,,,did not bat
1,1st,CAS vs RIC,CAS,RIC,Jacob Hinds,,,,,did not bat
1,1st,CAS vs RIC,CAS,RIC,Sam Mills,,,,,did not bat
1,1st,CAS vs RIC,CAS,RIC,Dhruval Parikh,,,,,did not bat
1,1st,CAS vs RIC,CAS,RIC,Brendan Rose,,,,,did not bat
1,1st,CAS vs RIC,CAS,RIC,Joshua Sawrey,,,,,did not bat
1,1st,MEL vs PRA,PRA,MEL,Fergus McKenna,45,31,3,3,c: D Egan b: C Hemp
1,1st,MEL vs PRA,PRA,MEL,Peter Hatzoglou,4,3,1,0,c: C McClure b: M Wilcox
1,1st,MEL vs PRA,PRA,MEL,Dhruv Poojari Redhu,31,17,5,0,c: J McPhee b: W Scott
1,1st,MEL vs PRA,PRA,MEL,Noah Croes,12,9,1,1,c: J McPhee b: C Hemp
1,1st,MEL vs PRA,PRA,MEL,Finlay Bean,15,15,1,0,lbw: M Wilcox
1,1st,MEL vs PRA,PRA,MEL,Yuvraj Singh,1,2,0,0,c&b: C Hemp
1,1st,MEL vs PRA,PRA,MEL,Henry Melville,24,24,3,0,c: C Hemp b: W Scott
1,1st,MEL vs PRA,PRA,MEL,Janak Prakash,6,7,0,0,c: M Delaney b: C McClure
1,1st,MEL vs PRA,PRA,MEL,Douglas Warren,9,7,1,0,not out
1,1st,MEL vs PRA,PRA,MEL,Jack Lyndon,3,6,0,0,not out
1,1st,MEL vs PRA,PRA,MEL,Mark Stafford,,,,,did not bat
1,1st,MEL vs PRA,MEL,PRA,Damon Egan,64,37,6,2,not out
1,1st,MEL vs PRA,MEL,PRA,Charlie Giles,9,7,2,0,c: J Lyndon b: D Warren
1,1st,MEL vs PRA,MEL,PRA,Cameron Hemp,1,5,0,0,c: H Melville b: P Hatzoglou
1,1st,MEL vs PRA,MEL,PRA,Lachlan Bangs,,1,0,0,c: H Melville b: P Hatzoglou
1,1st,MEL vs PRA,MEL,PRA,Max Delaney,29,24,3,0,not out
1,1st,MEL vs PRA,MEL,PRA,Shenuka De Silva,,,,,did not bat
1,1st,MEL vs PRA,MEL,PRA,Damon Malcolm,,,,,did not bat
1,1st,MEL vs PRA,MEL,PRA,Cam McClure,,,,,did not bat
1,1st,MEL vs PRA,MEL,PRA,James McPhee,,,,,did not bat
1,1st,MEL vs PRA,MEL,PRA,Will Scott,,,,,did not bat
1,1st,MEL vs PRA,MEL,PRA,Matt Wilcox,,,,,did not bat
1,1st,FIT vs FOO,FOO,FIT,Miller Childs,13,18,2,0,c: D Kight b: B Roosenboom
1,1st,FIT vs FOO,FOO,FIT,Jack Rudd,,1,0,0,c: D Kight b: B Roosenboom
1,1st,FIT vs FOO,FOO,FIT,Zachary Elliott,40,41,4,1,c: M Jamieson b: A Nadeem
1,1st,FIT vs FOO,FOO,FIT,Mark Phelan,19,19,2,0,st: D Kight b: B Toseland
1,1st,FIT vs FOO,FOO,FIT,Samuel Elliott,5,7,0,0,c: D Brasher b: M Birthisel
1,1st,FIT vs FOO,FOO,FIT,tom kellar,9,12,0,0,c: D Brasher b: M Birthisel
1,1st,FIT vs FOO,FOO,FIT,Zachary Macciocca,11,12,1,0,b: B Roosenboom
1,1st,FIT vs FOO,FOO,FIT,Braden Taeuber,11,6,0,1,not out
1,1st,FIT vs FOO,FOO,FIT,Ejaaz Alavi,6,4,1,0,not out
1,1st,FIT vs FOO,FOO,FIT,Harkirat Bajwa,,,,,did not bat
1,1st,FIT vs FOO,FOO,FIT,Liam Myott,,,,,did not bat
1,1st,FIT vs FOO,FIT,FOO,Aiman Nadeem,5,9,1,0,c: M Phelan b: S Elliott
1,1st,FIT vs FOO,FIT,FOO,Mitchell Jamieson,47,39,5,1,not out
1,1st,FIT vs FOO,FIT,FOO,Dylan Brasher,27,30,1,0,not out
1,1st,FIT vs FOO,FIT,FOO,Max Birthisel,,,,,did not bat
1,1st,FIT vs FOO,FIT,FOO,Travis Dean,,,,,did not bat
1,1st,FIT vs FOO,FIT,FOO,Dylan Kight,,,,,did not bat
1,1st,FIT vs FOO,FIT,FOO,Joshua Pace,,,,,did not bat
1,1st,FIT vs FOO,FIT,FOO,Jack Prestwidge,,,,,did not bat
1,1st,FIT vs FOO,FIT,FOO,Ben Roosenboom,,,,,did not bat
1,1st,FIT vs FOO,FIT,FOO,Bailey Toseland,,,,,did not bat
1,1st,FIT vs FOO,FIT,FOO,Jay Vine,,,,,did not bat
1,1st,FOO vs RIC,RIC,FOO,Aiman Nadeem,12,12,1,0,c: S Mills b: B Rose
1,1st,FOO vs RIC,RIC,FOO,Mitchell Jamieson,5,7,1,0,c: C Hinds b: B Rose
1,1st,FOO vs RIC,RIC,FOO,Aayan Nadeem,,2,0,0,b: J Sawrey
1,1st,FOO vs RIC,RIC,FOO,Dylan Kight,,1,0,0,c: C Hinds b: J Sawrey
1,1st,FOO vs RIC,RIC,FOO,Joshua Pace,13,15,0,1,c: D Parikh b: S Mills
1,1st,FOO vs RIC,RIC,FOO,Jack Prestwidge,30,33,1,1,st: C Hinds b: D Parikh
1,1st,FOO vs RIC,RIC,FOO,Ashton Frost,17,10,3,0,c: C Hinds b: J Sawrey
1,1st,FOO vs RIC,RIC,FOO,Bailey Toseland,22,22,1,1,c: T Goodman b: S Mills
1,1st,FOO vs RIC,RIC,FOO,Max Birthisel,13,20,0,0,not out
1,1st,FOO vs RIC,RIC,FOO,Ben Roosenboom,,,,,did not bat
1,1st,FOO vs RIC,RIC,FOO,Jay Vine,,,,,did not bat
1,1st,FOO vs RIC,FOO,RIC,Dan Scholz,23,14,2,2,c: J Pace b: A Nadeem
1,1st,FOO vs RIC,FOO,RIC,James Doherty,57,49,5,2,not out
1,1st,FOO vs RIC,FOO,RIC,Jonathan D’Rozario,11,14,0,0,"run out (M Birthisel, D Kight)"
1,1st,FOO vs RIC,FOO,RIC,Jacob Hinds,29,22,2,2,not out
1,1st,FOO vs RIC,FOO,RIC,Joshua Ash,,,,,did not bat
1,1st,FOO vs RIC,FOO,RIC,Griffin Box,,,,,did not bat
1,1st,FOO vs RIC,FOO,RIC,Tim Goodman,,,,,did not bat
1,1st,FOO vs RIC,FOO,RIC,Connor Hinds,,,,,did not bat
1,1st,FOO vs RIC,FOO,RIC,Sam Mills,,,,,did not bat
1,1st,FOO vs RIC,FOO,RIC,Dhruval Parikh,,,,,did not bat
1,1st,FOO vs RIC,FOO,RIC,Brendan Rose,,,,,did not bat
1,1st,FOO vs RIC,FOO,RIC,Joshua Sawrey,,,,,did not bat
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Tearan Gleeson,10,41,1,0,lbw: M Wilcox
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Mitch Lawson,4,9,0,0,b: C McClure
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Jack Lalor,85,151,10,1,c: L Bangs b: B Symons
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Joshua Sundberg,71,155,7,0,c: P Walter b: S De Silva
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Will Blair,44,78,6,1,c: A Turner b: L Bangs
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Aaron Crispe,6,7,1,0,c: J McPhee b: S De Silva
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Sam Harbinson,5,22,0,0,c: J McPhee b: L Bangs
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Archie Lalor,3,26,0,0,c: A Turner b: B Symons
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Jackson Smith,9,35,1,0,c: A Turner b: C McClure
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Joe Medew-Ewen,11,28,1,0,not out
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,Adam Howard,2,5,0,0,b: C McClure
2,1st,1st NOR vs 1st PRA,1st NOR,1st PRA,Paul Walter,15,22,3,0,c: M Lawson b: J Smith
2,1st,1st NOR vs 1st PRA,1st NOR,1st PRA,Cameron Hemp,35,47,7,1,c: M Lawson b: A Lalor
2,1st,1st NOR vs 1st PRA,1st NOR,1st PRA,Alex Turner,31,78,4,0,c: M Lawson b: A Lalor
2,1st,1st NOR vs 1st PRA,1st NOR,1st PRA,Damon Egan,71,122,12,0,c: M Lawson b: A Lalor
2,1st,1st NOR vs 1st PRA,1st NOR,1st PRA,Lachlan Bangs,12,18,2,0,run out ()
2,1st,1st NOR vs 1st PRA,1st NOR,1st PRA,Max Delaney,36,114,6,0,not out
2,1st,1st NOR vs 1st PRA,1st NOR,1st PRA,Brodie Symons,,1,0,0,c: M Lawson b: A Lalor
2,1st,1st NOR vs 1st PRA,1st NOR,1st PRA,Matt Wilcox,20,67,3,0,b: J Medew-Ewen
2,1st,1st NOR vs 1st PRA,1st NOR,1st PRA,Shenuka De Silva,22,23,2,1,not out
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,James Seymour,,8,0,0,lbw: N Lambden
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,Brandon Faber,,7,0,0,c: D Pollock b: H Hoekstra
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,Jack Cunnington,,7,0,0,lbw: H Hoekstra
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,Harry Dixon,30,34,7,0,c: J Isakka b: H Hoekstra
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,Ed Newman,43,117,6,0,c: D Pollock b: A Adihetty
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,Thomas Russ,72,159,11,0,c: L Wilton b: F Gordon
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,Adam Crosthwaite,78,167,5,1,c: A Chandrasinghe b: A Adihetty
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,Matthew Hennig,67,100,4,1,not out
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,Luke Destito,54,43,7,0,"run out (F Gordon, D Pollock)"
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,Thomas Paddington,,,,,did not bat
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,Will Lovell,,,,,did not bat
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Ashley Chandrasinghe,124,205,8,0,c: b: M Hennig
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Finlay Gordon,9,21,1,0,c: T Paddington b: L Destito
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Jackson Isakka,5,7,1,0,c: B Faber b: W Lovell
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Yash Pednekar,3,22,0,0,c: H Dixon b: W Lovell
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Chris Benedek,11,17,2,0,lbw: W Lovell
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Lenny Wilton,35,50,3,0,c: E Newman b: T Paddington
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Devin Pollock,58,97,8,0,b: J Seymour
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Muhammad Irfan,36,22,1,3,c&b: T Russ
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Harry Hoekstra,24,34,2,0,c: J Seymour b: M Hennig
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Nathan Lambden,4,10,0,0,b: M Hennig
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,Ashvin Adihetty,2,5,0,0,not out
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Mitchell Jamieson,16,29,3,0,c: R Raman b: W McGillivray
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Aiman Nadeem,53,85,6,0,lbw: J Merlo
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Dylan Brasher,145,169,12,5,not out
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Dylan Kight,5,25,1,0,c&b: J Sullivan
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Travis Dean,19,49,3,0,b: J Merlo
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Jack Prestwidge,13,33,2,0,c: J Harper b: W McGillivray
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Max Birthisel,10,36,1,0,c: J Harper b: G Hannah
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Jay Vine,18,46,3,0,c: J Harper b: W McGillivray
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Liam Mason,8,26,1,0,c: J Harper b: J Merlo
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Ben Roosenboom,,4,0,0,"run out (J Sullivan, J Merlo)"
2,1st,1st FOO vs 1st MEL,1st MEL,1st FOO,Daniel Wilczynski,8,25,2,0,not out
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Christian Howe,66,97,12,0,lbw: M Birthisel
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Farzan Chowna,64,130,8,0,c: A Nadeem b: J Vine
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Blake Thomson,102,165,18,0,c: A Nadeem b: M Jamieson
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Jonathan Merlo,49,93,6,0,not out
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Nikki du Toit,20,20,3,0,not out
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Rishi Desai,,,,,did not bat
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Glenn Hannah,,,,,did not bat
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Jack Harper,,,,,did not bat
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Wilson McGillivray,,,,,did not bat
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Ritin Raman,,,,,did not bat
2,1st,1st FOO vs 1st MEL,1st FOO,1st MEL,Jack Sullivan,,,,,did not bat
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Connor Rutland,4,26,0,0,c: C Hinds b: A Anlezark
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Tom Smyth,37,109,4,0,b: A Anlezark
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Harrison Smyth,2,11,0,0,b: S Mills
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Jai Lemire,24,59,1,0,c: J D’Rozario b: D Parikh
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Jagadeswara Koduru,95,211,5,1,c: J Hinds b: A Anlezark
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Evan Gulbis,33,35,4,1,c: C Hinds b: B Rose
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Aryan J Sharma,7,18,0,1,c: D Scholz b: D Parikh
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Dominic Sullivan,101,155,6,4,c: J Doherty b: A Anlezark
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Cameron Stevenson,18,14,2,1,not out
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Nicholas Brennan,16,7,2,1,not out
2,1st,1st CAR vs 1st RIC,1st RIC,1st CAR,Michael Archer,,,,,did not bat
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,Dan Scholz,18,22,2,1,c: A Sharma b: E Gulbis
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,James Doherty,13,22,3,0,c: N Brennan b: C Rutland
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,Jacob Hinds,23,26,3,0,c: J Lemire b: C Stevenson
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,Jonathan D’Rozario,2,8,0,0,c: J Lemire b: C Rutland
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,Ranbir Singh,19,34,3,0,c: J Koduru b: C Stevenson
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,Sam Mills,2,7,0,0,c: J Lemire b: C Stevenson
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,Joshua Sawrey,1,5,0,0,c: J Lemire b: C Rutland
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,Austin Anlezark,34,35,5,0,not out
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,Connor Hinds,4,6,1,0,c: A Sharma b: M Archer
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,Brendan Rose,1,10,0,0,lbw: M Archer
2,1st,1st CAR vs 1st RIC,1st CAR,1st RIC,Dhruval Parikh,,4,0,0,c: E Gulbis b: A Sharma
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Aiman Nadeem,10,31,1,0,c: C McClure b: B Symons
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Aayan Nadeem,9,11,2,0,c: A Turner b: B Symons
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Mitchell Jamieson,163,297,13,1,c: C McClure b: B Symons
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Dylan Kight,18,29,3,0,c: A Turner b: L Bangs
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Travis Dean,32,83,4,0,c: D Malcolm b: S De Silva
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Joshua Pace,2,14,0,0,b: M Wilcox
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Bailey Toseland,8,31,1,0,b: B Symons
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Max Birthisel,38,68,7,0,c: C McClure b: B Symons
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Jay Vine,11,19,1,0,c: L Bangs b: B Symons
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Liam Mason,,9,0,0,c: C Hemp b: B Symons
3,1st,1st FOO vs 1st PRA,1st PRA,1st FOO,Ben Roosenboom,1,15,0,0,not out
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,Damon Malcolm,70,160,6,1,c&b: J Vine
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,Cameron Hemp,15,75,1,0,b: B Toseland
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,Alex Turner,25,57,2,0,c: D Kight b: M Birthisel
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,Damon Egan,95,120,5,1,lbw: B Toseland
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,Lachlan Bangs,21,21,2,1,c: b: J Vine
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,Max Delaney,9,12,1,0,c: M Jamieson b: B Toseland
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,Brodie Symons,26,36,1,1,c: D Kight b: M Birthisel
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,Shenuka De Silva,21,30,1,0,b: M Birthisel
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,Matt Wilcox,2,2,0,0,"run out (M Jamieson, M Birthisel)"
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,James McPhee,8,10,0,0,not out
3,1st,1st FOO vs 1st PRA,1st FOO,1st PRA,Cam McClure,1,2,0,0,b: B Toseland
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Tom Smyth,37,107,5,0,c: J Isakka b: M Irfan
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Connor Rutland,14,10,2,0,c: A Chandrasinghe b: N Lambden
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Harrison Smyth,142,278,10,1,not out
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Jai Lemire,19,29,3,0,c: D Pollock b: M Irfan
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Jagadeswara Koduru,100,112,10,2,c: A Adihetty b: F Gordon
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Aryan J Sharma,3,4,0,0,c: D Pollock b: N Lambden
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Dominic Sullivan,5,4,0,0,not out
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Cameron Stevenson,,,,,did not bat
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Evan Gulbis,,,,,did not bat
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Michael Archer,,,,,did not bat
3,1st,1st CAR vs 1st CAS,1st CAS,1st CAR,Nicholas Brennan,,,,,did not bat
3,1st,1st CAR vs 1st CAS,1st CAR,1st CAS,Ashley Chandrasinghe,49,121,5,0,c: M Archer b: E Gulbis
3,1st,1st CAR vs 1st CAS,1st CAR,1st CAS,Lenny Wilton,49,63,8,0,c: J Lemire b: C Stevenson
3,1st,1st CAR vs 1st CAS,1st CAR,1st CAS,Jackson Isakka,47,130,6,0,c&b: A Sharma
3,1st,1st CAR vs 1st CAS,1st CAR,1st CAS,Yash Pednekar,19,64,1,0,b: M Archer
3,1st,1st CAR vs 1st CAS,1st CAR,1st CAS,Finlay Gordon,6,26,0,0,c: D Sullivan b: M Archer
3,1st,1st CAR vs 1st CAS,1st CAR,1st CAS,Chris Benedek,40,110,7,0,not out
3,1st,1st CAR vs 1st CAS,1st CAR,1st CAS,Devin Pollock,23,85,3,0,not out
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Ashley Chandrasinghe,131,230,11,2,c: R Desai b: J Merlo
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Lenny Wilton,9,16,2,0,lbw: G Hannah
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Jackson Isakka,33,32,7,0,b: W McGillivray
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Yash Pednekar,47,87,4,0,"run out (N du Toit, J Harper)"
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Finlay Gordon,18,41,1,1,c: J Harper b: T Wrigglesworth
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Muhammad Irfan,2,4,0,0,c: N du Toit b: G Hannah
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Harry Hoekstra,,3,0,0,c: F Chowna b: G Hannah
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Chris Benedek,26,50,1,1,c: J Harper b: T Wrigglesworth
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Devin Pollock,61,43,7,0,"run out (N du Toit, J Harper)"
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Nathan Lambden,4,8,0,0,not out
4,1st,1st CAS vs 1st MEL,1st MEL,1st CAS,Ashvin Adihetty,,,,,did not bat
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Farzan Chowna,13,31,1,1,c: J Isakka b: H Hoekstra
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Christian Howe,7,31,0,1,c: C Benedek b: M Irfan
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Wilson McGillivray,26,64,3,1,c: D Pollock b: M Irfan
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Blake Thomson,34,86,3,0,c: D Pollock b: N Lambden
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Jonathan Merlo,57,74,8,0,c: H Hoekstra b: N Lambden
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Nikki du Toit,27,123,2,0,c: J Isakka b: M Irfan
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Ritin Raman,9,45,0,0,b: H Hoekstra
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Jack Harper,59,131,7,0,not out
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Thomas Wrigglesworth,,2,0,0,lbw: M Irfan
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Rishi Desai,20,46,4,0,not out
4,1st,1st CAS vs 1st MEL,1st CAS,1st MEL,Glenn Hannah,,,,,did not bat
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,James Seymour,12,11,1,1,c: D Kight b: L Mason
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,Brandon Faber,17,19,2,0,c: A Nadeem b: M Birthisel
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,Blake Macdonald,86,159,8,1,c: B Toseland b: D Wilczynski
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,Marcus Harris,9,26,0,0,c: D Brasher b: A Nadeem
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,Harry Dixon,8,42,0,0,c: B Toseland b: M Birthisel
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,Ed Newman,77,183,5,1,lbw: L Mason
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,Adam Crosthwaite,43,107,1,0,c: D Wilczynski b: M Birthisel
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,Matthew Hennig,10,14,2,0,c: L Mason b: M Birthisel
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,Luke Destito,11,38,0,0,c: D Kight b: J Vine
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,Thomas Paddington,,4,0,0,c: D Brasher b: M Birthisel
4,1st,1st ST vs 1st FOO,1st FOO,1st ST,Will Lovell,0,4,0,0,not out
4,1st,1st ST vs 1st FOO,1st ST,1st FOO,Aiman Nadeem,5,19,1,0,c: B Faber b: M Hennig
4,1st,1st ST vs 1st FOO,1st ST,1st FOO,Mitchell Jamieson,17,11,2,1,c: B Faber b: L Destito
4,1st,1st ST vs 1st FOO,1st ST,1st FOO,Dylan Brasher,6,13,1,0,c: A Crosthwaite b: L Destito
4,1st,1st ST vs 1st FOO,1st ST,1st FOO,Dylan Kight,91,184,8,1,c: B Faber b: W Lovell
4,1st,1st ST vs 1st FOO,1st ST,1st FOO,Travis Dean,34,86,4,0,lbw: W Lovell
4,1st,1st ST vs 1st FOO,1st ST,1st FOO,Jack Prestwidge,18,43,3,0,b: H Dixon
4,1st,1st ST vs 1st FOO,1st ST,1st FOO,Bailey Toseland,21,20,5,0,c: B Faber b: M Hennig
4,1st,1st ST vs 1st FOO,1st ST,1st FOO,Max Birthisel,3,9,0,0,b: M Hennig
