round,grade,matchup,opposition,batting_team,batsman_name,runs,balls,fours,sixes,how_out
6,2nd,FRA vs NOR,NOR,FRA,Lachlan Curtis,10,7,1,0,c: S Storey b: A Howard
6,2nd,FRA vs NOR,NOR,FRA,Harrison Wallace,1,1,0,0,"run out (D Lalor, A Howard)"
6,2nd,FRA vs NOR,NOR,FRA,Jye Dignan,0,0,0,0,not out
6,2nd,FRA vs NOR,NOR,FRA,Lachlan Hose,,,,,did not bat
6,2nd,FRA vs NOR,NOR,FRA,Talal Shahzad,,,,,did not bat
6,2nd,FRA vs NOR,FRA,NOR,Daniel Lalor,,4,0,0,b: H Wallace
6,2nd,FRA vs NOR,FRA,NOR,James Shadbolt,22,59,1,0,c: P Parsons b: L Curtis
6,2nd,FRA vs NOR,FRA,NOR,Samson Storey,79,98,6,2,c: S van Wijk b: L Curtis
6,2nd,FRA vs NOR,FRA,NOR,Bailey Hosemans,15,28,1,0,c: S van Wijk b: L Curtis
6,2nd,FRA vs NOR,FRA,NOR,Ben Pereara,3,11,0,0,c&b: L Curtis
6,2nd,FRA vs NOR,FRA,NOR,Thomas Cuthbert,17,35,0,0,"run out (S Parker, S van Wijk)"
6,2nd,FRA vs NOR,FRA,NOR,Jimmy Anderson,16,23,0,0,c: C Remy b: T Shahzad
6,2nd,FRA vs NOR,FRA,NOR,Ryan Siede,4,6,0,0,c: P Parsons b: T Shahzad
6,2nd,FRA vs NOR,FRA,NOR,Adam Howard,,2,0,0,run out (S van Wijk)
6,2nd,FRA vs NOR,FRA,NOR,Roby Lane,6,7,0,0,c: C Remy b: L Hose
6,2nd,FRA vs NOR,FRA,NOR,Matthew Pearce,2,2,0,0,not out
6,2nd,FRA vs NOR,FRA,NOR,Ethan Sharkey,,,,,did not bat
6,2nd,MEL vs RIC,RIC,MEL,Tom Mileto,4,12,0,0,c: T Goodman b: L McCann
6,2nd,MEL vs RIC,RIC,MEL,Leo Hatzoglou,5,11,0,0,c: J Trevethan b: L McCann
6,2nd,MEL vs RIC,RIC,MEL,Ali Khan,6,17,1,0,b: J Trevethan
6,2nd,MEL vs RIC,RIC,MEL,Michael Forwood,15,36,0,0,c: T Hoffman b: P Pancholi
6,2nd,MEL vs RIC,RIC,MEL,Benjamin Rolfs,,7,0,0,c: A Bhatia b: J Trevethan
6,2nd,MEL vs RIC,RIC,MEL,Elliott Durrant,17,49,1,0,lbw: J Ash
6,2nd,MEL vs RIC,RIC,MEL,Tim Young,3,9,0,0,c: M Parker b: J Ash
6,2nd,MEL vs RIC,RIC,MEL,Matthew Gome,7,20,0,0,c: M Parker b: G Box
6,2nd,MEL vs RIC,RIC,MEL,Om Patel,11,30,0,0,not out
6,2nd,MEL vs RIC,RIC,MEL,Harshit Takkar,5,4,1,0,b: J Ash
6,2nd,MEL vs RIC,RIC,MEL,James Browning,,8,0,0,c: M Parker b: G Box
6,2nd,MEL vs RIC,RIC,MEL,Krish Kumar,,,,,did not bat
6,2nd,MEL vs RIC,MEL,RIC,Tyler Hoffman,30,43,1,0,c: H Takkar b: O Patel
6,2nd,MEL vs RIC,MEL,RIC,Kurt Heigl,29,64,3,0,not out
6,2nd,MEL vs RIC,MEL,RIC,Ranbir Singh,8,9,0,0,not out
6,2nd,MEL vs RIC,MEL,RIC,Joshua Ash,,,,,did not bat
6,2nd,MEL vs RIC,MEL,RIC,Archit Bhatia,,,,,did not bat
6,2nd,MEL vs RIC,MEL,RIC,Griffin Box,,,,,did not bat
6,2nd,MEL vs RIC,MEL,RIC,Tim Goodman,,,,,did not bat
6,2nd,MEL vs RIC,MEL,RIC,Jack Iverson,,,,,did not bat
6,2nd,MEL vs RIC,MEL,RIC,Luke McCann,,,,,did not bat
6,2nd,MEL vs RIC,MEL,RIC,Prithish Pancholi,,,,,did not bat
6,2nd,MEL vs RIC,MEL,RIC,Max Parker,,,,,did not bat
6,2nd,MEL vs RIC,MEL,RIC,Jack Trevethan,,,,,did not bat
6,2nd,GRE vs CAM,CAM,GRE,Kanishk Bollu,23,33,3,0,lbw: K Prior
6,2nd,GRE vs CAM,CAM,GRE,Yaseen Muntasir,72,68,5,3,not out
6,2nd,GRE vs CAM,CAM,GRE,Angus Webb,25,23,2,1,c: K Prior b: D SAINI
6,2nd,GRE vs CAM,CAM,GRE,Lewis Dichiera,,1,0,0,st: F McGrotty b: D SAINI
6,2nd,GRE vs CAM,CAM,GRE,Panav Jaura,9,8,1,0,b: D Pietz
6,2nd,GRE vs CAM,CAM,GRE,Conroy Burton,6,11,0,0,not out
6,2nd,GRE vs CAM,CAM,GRE,Mitch Clark,,,,,did not bat
6,2nd,GRE vs CAM,CAM,GRE,Nirmana Fernando,,,,,did not bat
6,2nd,GRE vs CAM,CAM,GRE,Declan Highgate,,,,,did not bat
6,2nd,GRE vs CAM,CAM,GRE,Bernard Kelly,,,,,did not bat
6,2nd,GRE vs CAM,CAM,GRE,Aidan McConnell,,,,,did not bat
6,2nd,GRE vs CAM,CAM,GRE,Mitchell Stephens,,,,,did not bat
6,2nd,GRE vs CAM,GRE,CAM,Adit Pawha,16,13,3,0,c: C Burton b: L Dichiera
6,2nd,GRE vs CAM,GRE,CAM,Prajay Paramesh,32,26,6,0,c: C Burton b: A McConnell
6,2nd,GRE vs CAM,GRE,CAM,James Wiseman,26,37,1,0,c: K Bollu b: Y Muntasir
6,2nd,GRE vs CAM,GRE,CAM,Samuel Olsen,1,3,0,0,c: B Kelly b: A McConnell
6,2nd,GRE vs CAM,GRE,CAM,Daniel Pietz,23,19,2,1,c: D Highgate b: A McConnell
6,2nd,GRE vs CAM,GRE,CAM,Lucas Smith,8,19,0,0,lbw: Y Muntasir
6,2nd,GRE vs CAM,GRE,CAM,Finlay McGrotty,14,10,1,0,run out (L Dichiera)
6,2nd,GRE vs CAM,GRE,CAM,Aidan Nicholls,2,2,0,0,b: D Highgate
6,2nd,GRE vs CAM,GRE,CAM,Kevin Prior,5,8,0,0,c: C Burton b: D Highgate
6,2nd,GRE vs CAM,GRE,CAM,Christopher Gorman,6,6,1,0,c: Y Muntasir b: L Dichiera
6,2nd,GRE vs CAM,GRE,CAM,DAKSH SAINI,1,2,0,0,not out
7,2nd,FOO vs RIN,RIN,FOO,Alfie Miles,12,21,0,0,c: M Mountain b: J Martin
7,2nd,FOO vs RIN,RIN,FOO,Daksh Kumar,1,2,0,0,c: L Ivanovic b: J Farrand
7,2nd,FOO vs RIN,RIN,FOO,Cam Jenkins,22,23,2,0,c&b: B O’Riley
7,2nd,FOO vs RIN,RIN,FOO,Dezi Carter,22,30,1,0,lbw: B O’Riley
7,2nd,FOO vs RIN,RIN,FOO,Fayzan Abdul Sathaar,26,30,2,0,c: M Mountain b: L Walker
7,2nd,FOO vs RIN,RIN,FOO,Luke Gilham,9,9,1,0,b: L Tully
7,2nd,FOO vs RIN,RIN,FOO,Umair Butt,1,2,0,0,b: L Walker
7,2nd,FOO vs RIN,RIN,FOO,Ryder obrien,2,2,0,0,not out
7,2nd,FOO vs RIN,RIN,FOO,Liam Mason,7,2,0,1,not out
7,2nd,FOO vs RIN,RIN,FOO,Blake Aggelis,,,,,did not bat
7,2nd,FOO vs RIN,RIN,FOO,Aiden D'Souza,,,,,did not bat
7,2nd,FOO vs RIN,RIN,FOO,Lachlan Fitzgerald,,,,,did not bat
7,2nd,FOO vs RIN,FOO,RIN,Charlie Moore,9,9,2,0,c: U Butt b: L Mason
7,2nd,FOO vs RIN,FOO,RIN,Prabhav Mishra,13,15,2,0,c: U Butt b: A D'Souza
7,2nd,FOO vs RIN,FOO,RIN,Luke Ivanovic,14,14,1,0,not out
7,2nd,FOO vs RIN,FOO,RIN,Mark Donegan,,4,0,0,b: U Butt
7,2nd,FOO vs RIN,FOO,RIN,Trent Wynne,5,5,1,0,c: D Kumar b: B Aggelis
7,2nd,FOO vs RIN,FOO,RIN,Matthew Mountain,6,6,0,0,not out
7,2nd,FOO vs RIN,FOO,RIN,Jonathan Farrand,,,,,did not bat
7,2nd,FOO vs RIN,FOO,RIN,Jack Martin,,,,,did not bat
7,2nd,FOO vs RIN,FOO,RIN,Bailey O’Riley,,,,,did not bat
7,2nd,FOO vs RIN,FOO,RIN,Luke Tully,,,,,did not bat
7,2nd,FOO vs RIN,FOO,RIN,Liam Walker,,,,,did not bat
7,2nd,KIN vs MEL,MEL,KIN,Vithum Sathyajith,1,3,0,0,lbw: J Lyndon
7,2nd,KIN vs MEL,MEL,KIN,Simo Ivetic,20,19,1,0,c: T Young b: K Kumar
7,2nd,KIN vs MEL,MEL,KIN,Hamish Mckenzie,6,13,1,0,b: J Lyndon
7,2nd,KIN vs MEL,MEL,KIN,Luke Sullivan,19,26,2,0,b: E Durrant
7,2nd,KIN vs MEL,MEL,KIN,Charlie Aldridge,,2,0,0,lbw: K Kumar
7,2nd,KIN vs MEL,MEL,KIN,Luke Ajani,3,7,0,0,c: H Melville b: H Takkar
7,2nd,KIN vs MEL,MEL,KIN,Bhanuka Keppetipola,11,18,0,0,c: H Takkar b: J Lyndon
7,2nd,KIN vs MEL,MEL,KIN,Herbie Fischbacher,27,26,3,0,not out
7,2nd,KIN vs MEL,MEL,KIN,Rehan Majoka,5,6,0,0,not out
7,2nd,KIN vs MEL,MEL,KIN,Redwan Laghmani,,,,,did not bat
7,2nd,KIN vs MEL,MEL,KIN,Keiran Mant,,,,,did not bat
7,2nd,KIN vs MEL,MEL,KIN,Jamie Moraitis,,,,,did not bat
7,2nd,KIN vs MEL,KIN,MEL,Tom Mileto,4,6,0,0,b: J Moraitis
7,2nd,KIN vs MEL,KIN,MEL,Leo Hatzoglou,2,11,0,0,c: H Mckenzie b: J Moraitis
7,2nd,KIN vs MEL,KIN,MEL,Henry Melville,26,34,1,0,not out
7,2nd,KIN vs MEL,KIN,MEL,Benjamin Rolfs,15,11,1,0,c: H Mckenzie b: H Fischbacher
7,2nd,KIN vs MEL,KIN,MEL,Ali Khan,6,6,1,0,c: R Majoka b: B Keppetipola
7,2nd,KIN vs MEL,KIN,MEL,Tim Young,9,7,1,0,not out
7,2nd,KIN vs MEL,KIN,MEL,James Browning,,,,,did not bat
7,2nd,KIN vs MEL,KIN,MEL,Elliott Durrant,,,,,did not bat
7,2nd,KIN vs MEL,KIN,MEL,Krish Kumar,,,,,did not bat
7,2nd,KIN vs MEL,KIN,MEL,Jack Lyndon,,,,,did not bat
7,2nd,KIN vs MEL,KIN,MEL,Om Patel,,,,,did not bat
7,2nd,KIN vs MEL,KIN,MEL,Harshit Takkar,,,,,did not bat
7,2nd,GRE vs MEL,MEL,GRE,Kanishk Bollu,21,14,3,1,c: B Wickham b: R Murphy
7,2nd,GRE vs MEL,MEL,GRE,Aryan Sharma,6,11,1,0,c: M Parrott b: W McGillivray
7,2nd,GRE vs MEL,MEL,GRE,Panav Jaura,13,21,0,0,b: R Murphy
7,2nd,GRE vs MEL,MEL,GRE,Conroy Burton,42,36,1,1,not out
7,2nd,GRE vs MEL,MEL,GRE,Bernard Kelly,25,20,3,0,c: B Reddell b: R Murphy
7,2nd,GRE vs MEL,MEL,GRE,Lewis Dichiera,17,14,1,0,c: B Reddell b: K Parrott
7,2nd,GRE vs MEL,MEL,GRE,Chandramauli Sridev,6,5,0,0,not out
7,2nd,GRE vs MEL,MEL,GRE,Samuel Clark,,,,,did not bat
7,2nd,GRE vs MEL,MEL,GRE,Nirmana Fernando,,,,,did not bat
7,2nd,GRE vs MEL,MEL,GRE,Declan Highgate,,,,,did not bat
7,2nd,GRE vs MEL,MEL,GRE,Eshann Singh,,,,,did not bat
7,2nd,GRE vs MEL,MEL,GRE,Tobias Sutherland,,,,,did not bat
7,2nd,GRE vs MEL,GRE,MEL,Oliver Gunning,37,31,6,0,c: C Burton b: N Fernando
7,2nd,GRE vs MEL,GRE,MEL,Yuvraj Sharma,27,29,2,0,c: B Kelly b: L Dichiera
7,2nd,GRE vs MEL,GRE,MEL,Benjamin Wickham,19,13,1,1,b: T Sutherland
7,2nd,GRE vs MEL,GRE,MEL,Kyle Parrott,14,16,0,0,not out
7,2nd,GRE vs MEL,GRE,MEL,James Meehan,1,1,0,0,not out
7,2nd,GRE vs MEL,GRE,MEL,Isaac Bepey,,,,,did not bat
7,2nd,GRE vs MEL,GRE,MEL,Phil Halbish,,,,,did not bat
7,2nd,GRE vs MEL,GRE,MEL,Wilson McGillivray,,,,,did not bat
7,2nd,GRE vs MEL,GRE,MEL,Roland Murphy,,,,,did not bat
7,2nd,GRE vs MEL,GRE,MEL,Max Parrott,,,,,did not bat
7,2nd,GRE vs MEL,GRE,MEL,Brendan Reddell,,,,,did not bat
7,2nd,GRE vs MEL,GRE,MEL,Nicholas Xavier,,,,,did not bat
7,2nd,FIT vs RIC,RIC,FIT,Blake Podesta,8,8,1,0,c: A Bhatia b: J Trevethan
7,2nd,FIT vs RIC,RIC,FIT,Lishan De Silva,1,3,0,0,c: M Parker b: J Trevethan
7,2nd,FIT vs RIC,RIC,FIT,Brodie Richardson,30,13,2,2,b: P Pancholi
7,2nd,FIT vs RIC,RIC,FIT,tom kellar,19,22,0,1,lbw: C McIlveen
7,2nd,FIT vs RIC,RIC,FIT,Mark Phelan,36,39,0,1,c: P Pancholi b: J Trevethan
7,2nd,FIT vs RIC,RIC,FIT,Rupptaz Kharoud,,1,0,0,c: A Bhatia b: C McIlveen
7,2nd,FIT vs RIC,RIC,FIT,Zachary Macciocca,6,10,0,0,c: P Pancholi b: C Dobson
7,2nd,FIT vs RIC,RIC,FIT,Matthew Bremner,19,14,1,1,c: C McIlveen b: P Pancholi
7,2nd,FIT vs RIC,RIC,FIT,Angus Robinson,10,6,0,1,not out
7,2nd,FIT vs RIC,RIC,FIT,Gurnaz Khatra,2,3,0,0,c: M Parker b: P Pancholi
7,2nd,FIT vs RIC,RIC,FIT,Zac Parr,1,1,0,0,not out
7,2nd,FIT vs RIC,RIC,FIT,Liam Myott,,,,,did not bat
7,2nd,FIT vs RIC,FIT,RIC,Tyler Hoffman,11,9,1,0,b: Z Parr
7,2nd,FIT vs RIC,FIT,RIC,Kurt Heigl,4,8,0,0,b: G Khatra
7,2nd,FIT vs RIC,FIT,RIC,Tim Goodman,9,11,1,0,not out
7,2nd,FIT vs RIC,FIT,RIC,Archit Bhatia,5,8,0,0,not out
7,2nd,FIT vs RIC,FIT,RIC,Caiden Dobson,,,,,did not bat
7,2nd,FIT vs RIC,FIT,RIC,Jack Iverson,,,,,did not bat
7,2nd,FIT vs RIC,FIT,RIC,Luke McCann,,,,,did not bat
7,2nd,FIT vs RIC,FIT,RIC,Callum McIlveen,,,,,did not bat
7,2nd,FIT vs RIC,FIT,RIC,Prithish Pancholi,,,,,did not bat
7,2nd,FIT vs RIC,FIT,RIC,Max Parker,,,,,did not bat
7,2nd,FIT vs RIC,FIT,RIC,Thomas Purcell,,,,,did not bat
7,2nd,FIT vs RIC,FIT,RIC,Jack Trevethan,,,,,did not bat
7,2nd,FRA vs ST,ST,FRA,Lucas McConnell,,2,0,0,"run out (H Gray, G Barnes)"
7,2nd,FRA vs ST,ST,FRA,Lachlan Curtis,46,30,5,1,c: B Smith b: J Kennedy
7,2nd,FRA vs ST,ST,FRA,Cooper Remy,32,32,1,1,"run out (H Gray, G Barnes)"
7,2nd,FRA vs ST,ST,FRA,Sean Parker,5,9,0,0,c: H Jones b: J Gray
7,2nd,FRA vs ST,ST,FRA,Sean van Wijk,18,19,1,0,c: J Kennedy b: H Jones
7,2nd,FRA vs ST,ST,FRA,Patrick Parsons,4,6,0,0,b: L Graf
7,2nd,FRA vs ST,ST,FRA,Harsh Laxmikant Mohade,11,15,0,0,c: L Ashen b: L Gandy
7,2nd,FRA vs ST,ST,FRA,Matthew Gapes,3,4,0,0,c: J Gray b: H Jones
7,2nd,FRA vs ST,ST,FRA,Josh Hotston,4,3,0,0,not out
7,2nd,FRA vs ST,ST,FRA,Harrison Wallace,0,1,0,0,not out
7,2nd,FRA vs ST,ST,FRA,Jye Dignan,,,,,did not bat
7,2nd,FRA vs ST,ST,FRA,Lachlan Hose,,,,,did not bat
7,2nd,FRA vs ST,FRA,ST,Luke Ashen,,1,0,0,c: P Parsons b: L Hose
7,2nd,FRA vs ST,FRA,ST,Ashish Ashish,2,5,0,0,c: H Wallace b: L Hose
7,2nd,FRA vs ST,FRA,ST,Angus Newman,1,3,0,0,b: H Mohade
7,2nd,FRA vs ST,FRA,ST,Henry Gray,6,9,1,0,not out
7,2nd,FRA vs ST,FRA,ST,Guy Barnes,6,9,1,0,c&b: L Curtis
7,2nd,FRA vs ST,FRA,ST,Barnaby Smith,,3,0,0,st: S van Wijk b: L Curtis
7,2nd,FRA vs ST,FRA,ST,Luke Gandy,,,,,did not bat
7,2nd,FRA vs ST,FRA,ST,Lachlan Graf,,,,,did not bat
7,2nd,FRA vs ST,FRA,ST,James Gray,,,,,did not bat
7,2nd,FRA vs ST,FRA,ST,Harry Jones,,,,,did not bat
7,2nd,FRA vs ST,FRA,ST,Jobe Kennedy,,,,,did not bat
7,2nd,FRA vs ST,FRA,ST,Dan Meddings,,,,,did not bat
7,2nd,CAR vs GEE,GEE,CAR,Andrew Lewis Poppa,36,30,6,0,c: T Courtney b: K Bienefelt
7,2nd,CAR vs GEE,GEE,CAR,Keir Lucas,17,22,2,0,lbw: P Sharma
7,2nd,CAR vs GEE,GEE,CAR,Lachlan Shinn-mahony,31,30,3,0,c: K Bienefelt b: T Cunningham
7,2nd,CAR vs GEE,GEE,CAR,Lucas Cavigan,16,14,1,0,c: L Watson b: T Cunningham
7,2nd,CAR vs GEE,GEE,CAR,Spencer Wray,6,9,0,0,lbw: T Cunningham
7,2nd,CAR vs GEE,GEE,CAR,Jack Atkinson,4,9,0,0,not out
7,2nd,CAR vs GEE,GEE,CAR,Akshith Sriram,12,7,1,0,not out
7,2nd,CAR vs GEE,GEE,CAR,Jack Beer,,,,,did not bat
7,2nd,CAR vs GEE,GEE,CAR,Nicholas Brennan,,,,,did not bat
7,2nd,CAR vs GEE,GEE,CAR,Vincent Bush,,,,,did not bat
7,2nd,CAR vs GEE,GEE,CAR,Henry Edwards,,,,,did not bat
7,2nd,CAR vs GEE,GEE,CAR,Sean Morrow,,,,,did not bat
7,2nd,CAR vs GEE,CAR,GEE,Ryan Aikman,6,5,0,0,c: A Poppa b: S Morrow
7,2nd,CAR vs GEE,CAR,GEE,Santhosh Ramireddy,4,10,0,0,c: A Poppa b: V Bush
7,2nd,CAR vs GEE,CAR,GEE,Cody Brogden,,1,0,0,"run out (H Edwards, S Wray)"
7,2nd,CAR vs GEE,CAR,GEE,Tom Courtney,17,17,3,0,b: N Brennan
7,2nd,CAR vs GEE,CAR,GEE,Monty Maloney,32,30,2,0,c: K Lucas b: S Morrow
7,2nd,CAR vs GEE,CAR,GEE,Corey Paull,13,15,1,0,c: S Wray b: J Beer
7,2nd,CAR vs GEE,CAR,GEE,Sam Croft,33,23,4,0,not out
7,2nd,CAR vs GEE,CAR,GEE,Kyle Bienefelt,20,15,2,0,not out
7,2nd,CAR vs GEE,CAR,GEE,Toby Cunningham,,,,,did not bat
7,2nd,CAR vs GEE,CAR,GEE,Joshua Mastin,,,,,did not bat
7,2nd,CAR vs GEE,CAR,GEE,Paawan Sharma,,,,,did not bat
7,2nd,CAR vs GEE,CAR,GEE,Lachlan Watson,,,,,did not bat
7,2nd,CAM vs PRA,PRA,CAM,Adit Pawha,7,9,1,0,b: D Malcolm
7,2nd,CAM vs PRA,PRA,CAM,Prajay Paramesh,26,16,4,1,c: W Scott b: W Collins
7,2nd,CAM vs PRA,PRA,CAM,James Wiseman,24,24,1,1,c: O Willett b: P Menon
7,2nd,CAM vs PRA,PRA,CAM,Griffin McComb,21,27,1,0,c: R Backhouse b: P Menon
7,2nd,CAM vs PRA,PRA,CAM,Samuel Olsen,3,3,0,0,c: P Menon b: J Boyce
7,2nd,CAM vs PRA,PRA,CAM,Finlay McGrotty,3,5,0,0,c: N Morrey b: D Malcolm
7,2nd,CAM vs PRA,PRA,CAM,Daniel Pietz,14,23,2,0,c: L Zissis b: D Malcolm
7,2nd,CAM vs PRA,PRA,CAM,Sacheen R Paramesh,2,3,0,0,b: H Birchall
7,2nd,CAM vs PRA,PRA,CAM,Kevin Prior,4,4,0,0,not out
7,2nd,CAM vs PRA,PRA,CAM,Christopher Gorman,5,6,0,0,not out
7,2nd,CAM vs PRA,PRA,CAM,DAKSH SAINI,,,,,did not bat
7,2nd,CAM vs PRA,PRA,CAM,Lucas Smith,,,,,did not bat
7,2nd,CAM vs PRA,CAM,PRA,Henry Nicholls,34,17,4,2,c: S Olsen b: S Paramesh
7,2nd,CAM vs PRA,CAM,PRA,Lachlan Zissis,15,11,2,1,b: D Pietz
7,2nd,CAM vs PRA,CAM,PRA,Damon Malcolm,8,7,1,0,c: K Prior b: D Pietz
7,2nd,CAM vs PRA,CAM,PRA,Pranav Menon,19,19,2,0,c: D SAINI b: D Pietz
7,2nd,CAM vs PRA,CAM,PRA,Will Scott,1,4,0,0,lbw: K Prior
7,2nd,CAM vs PRA,CAM,PRA,William Collins,32,22,1,3,c: L Smith b: K Prior
7,2nd,CAM vs PRA,CAM,PRA,Riley Backhouse,1,1,0,0,not out
7,2nd,CAM vs PRA,CAM,PRA,Oliver Willett,1,5,0,0,not out
7,2nd,CAM vs PRA,CAM,PRA,Hugh Birchall,,,,,did not bat
7,2nd,CAM vs PRA,CAM,PRA,James Boyce,,,,,did not bat
7,2nd,CAM vs PRA,CAM,PRA,Max Keogh,,,,,did not bat
7,2nd,CAM vs PRA,CAM,PRA,Nicholas Morrey,,,,,did not bat
7,2nd,CAS vs ESS,ESS,CAS,Jacob Long,11,10,2,0,c: E Brne b: L Busk
7,2nd,CAS vs ESS,ESS,CAS,Jaskabeer Singh,11,6,2,0,run out (E Brne)
7,2nd,CAS vs ESS,ESS,CAS,Nicholas England,1,4,0,0,c: L Tobin b: H Singh
7,2nd,CAS vs ESS,ESS,CAS,Vinu Mohotty,11,12,0,1,c: N Rai b: K Darji
7,2nd,CAS vs ESS,ESS,CAS,Chris Benedek,14,18,0,0,b: H Robertson
7,2nd,CAS vs ESS,ESS,CAS,********,11,16,0,0,b: N Rai
7,2nd,CAS vs ESS,ESS,CAS,Nikhil Reddy Kasarla,26,27,1,0,"run out (H Robertson, E Brne)"
7,2nd,CAS vs ESS,ESS,CAS,Aaron Abeyesekera,29,19,4,0,b: N Rai
7,2nd,CAS vs ESS,ESS,CAS,Max Heffernan,,3,0,0,st: E Brne b: K Darji
7,2nd,CAS vs ESS,ESS,CAS,Ashvin Adihetty,5,4,0,0,not out
7,2nd,CAS vs ESS,ESS,CAS,Jack Stevenson,1,2,0,0,not out
7,2nd,CAS vs ESS,ESS,CAS,Matthew Sheridan,,,,,did not bat
7,2nd,CAS vs ESS,CAS,ESS,Aidan Salvado,42,27,6,1,not out
7,2nd,CAS vs ESS,CAS,ESS,Vihanga Fernando,3,9,0,0,c: N Kasarla b: A Adihetty
7,2nd,CAS vs ESS,CAS,ESS,Harvinder Singh,19,13,2,1,c: J Stevenson b: A Abeyesekera
7,2nd,CAS vs ESS,CAS,ESS,Jarrod Parsons,4,6,0,0,not out
7,2nd,CAS vs ESS,CAS,ESS,Ethan Brne,,,,,did not bat
7,2nd,CAS vs ESS,CAS,ESS,Lachie Busk,,,,,did not bat
7,2nd,CAS vs ESS,CAS,ESS,Krit Darji,,,,,did not bat
7,2nd,CAS vs ESS,CAS,ESS,Arin Mishra,,,,,did not bat
7,2nd,CAS vs ESS,CAS,ESS,Jacob Pawlowicz,,,,,did not bat
7,2nd,CAS vs ESS,CAS,ESS,Navdeep Rai,,,,,did not bat
7,2nd,CAS vs ESS,CAS,ESS,Henry Robertson,,,,,did not bat
7,2nd,CAS vs ESS,CAS,ESS,Liam Tobin,,,,,did not bat
8,2nd,CAS vs PRA,PRA,CAS,Jaskabeer Singh,8,8,1,0,c: L Zissis b: M Keogh
8,2nd,CAS vs PRA,PRA,CAS,Jacob Long,23,27,3,0,c: S Kapoor b: H Birchall
8,2nd,CAS vs PRA,PRA,CAS,Aaron Abeyesekera,51,38,5,1,c: T Jackson b: W Collins
8,2nd,CAS vs PRA,PRA,CAS,Nikhil Reddy Kasarla,33,22,2,1,not out
8,2nd,CAS vs PRA,PRA,CAS,Nicholas England,28,25,2,0,run out (O Willett)
8,2nd,CAS vs PRA,PRA,CAS,Ashvin Adihetty,,,,,did not bat
8,2nd,CAS vs PRA,PRA,CAS,Dale Christie,,,,,did not bat
8,2nd,CAS vs PRA,PRA,CAS,William Halton,,,,,did not bat
8,2nd,CAS vs PRA,PRA,CAS,Ahmed Raza,,,,,did not bat
8,2nd,CAS vs PRA,PRA,CAS,Matthew Sheridan,,,,,did not bat
8,2nd,CAS vs PRA,PRA,CAS,Krishna Sridhar,,,,,did not bat
8,2nd,CAS vs PRA,PRA,CAS,Jack Stevenson,,,,,did not bat
8,2nd,CAS vs PRA,CAS,PRA,Henry Nicholls,15,15,2,0,c: K Sridhar b: A Adihetty
8,2nd,CAS vs PRA,CAS,PRA,Lachlan Zissis,88,67,9,2,not out
8,2nd,CAS vs PRA,CAS,PRA,Damon Malcolm,36,25,2,1,not out
8,2nd,CAS vs PRA,CAS,PRA,Riley Backhouse,,,,,did not bat
8,2nd,CAS vs PRA,CAS,PRA,Hugh Birchall,,,,,did not bat
8,2nd,CAS vs PRA,CAS,PRA,William Collins,,,,,did not bat
8,2nd,CAS vs PRA,CAS,PRA,Travis Jackson,,,,,did not bat
8,2nd,CAS vs PRA,CAS,PRA,Saksham Kapoor,,,,,did not bat
8,2nd,CAS vs PRA,CAS,PRA,Max Keogh,,,,,did not bat
8,2nd,CAS vs PRA,CAS,PRA,Will Scott,,,,,did not bat
8,2nd,CAS vs PRA,CAS,PRA,Oliver Willett,,,,,did not bat
8,2nd,CAM vs FIT,FIT,CAM,Prajay Paramesh,19,11,4,0,c: R Kharoud b: Z Parr
8,2nd,CAM vs FIT,FIT,CAM,Adit Pawha,34,38,3,0,c: M Phelan b: B Richardson
8,2nd,CAM vs FIT,FIT,CAM,James Wiseman,14,11,1,0,c: M Phelan b: R Kharoud
8,2nd,CAM vs FIT,FIT,CAM,Griffin McComb,5,8,0,0,c&b: R Kharoud
8,2nd,CAM vs FIT,FIT,CAM,Jakey Pietz,5,6,1,0,c: L De Silva b: B Richardson
8,2nd,CAM vs FIT,FIT,CAM,Samuel Olsen,3,6,0,0,c: B Richardson b: R Kharoud
8,2nd,CAM vs FIT,FIT,CAM,Finlay McGrotty,20,23,2,0,not out
8,2nd,CAM vs FIT,FIT,CAM,Sacheen R Paramesh,18,17,2,0,not out
8,2nd,CAM vs FIT,FIT,CAM,Reuben Jamieson,,,,,did not bat
8,2nd,CAM vs FIT,FIT,CAM,Aidan Nicholls,,,,,did not bat
8,2nd,CAM vs FIT,FIT,CAM,Kevin Prior,,,,,did not bat
8,2nd,CAM vs FIT,FIT,CAM,DAKSH SAINI,,,,,did not bat
8,2nd,CAM vs FIT,CAM,FIT,Blake Podesta,17,21,3,0,b: A Nicholls
8,2nd,CAM vs FIT,CAM,FIT,Brodie Richardson,13,9,1,1,c: G McComb b: S Paramesh
8,2nd,CAM vs FIT,CAM,FIT,Aryan Sharma,38,35,6,0,c: R Jamieson b: S Paramesh
8,2nd,CAM vs FIT,CAM,FIT,Mark Phelan,32,27,3,0,not out
8,2nd,CAM vs FIT,CAM,FIT,Rupptaz Kharoud,25,15,1,3,not out
8,2nd,CAM vs FIT,CAM,FIT,Matthew Bremner,,,,,did not bat
8,2nd,CAM vs FIT,CAM,FIT,Lishan De Silva,,,,,did not bat
8,2nd,CAM vs FIT,CAM,FIT,Gurnaz Khatra,,,,,did not bat
