round,grade,matchup,opposition,current_batting,over_num,bowler_for_row,runs,wickets
1,1st,CAS vs RIC,RIC,CAS,20,Sam Mills,3,2
1,1st,CAS vs RIC,RIC,CAS,19,Dhruval Parikh,7,1
1,1st,CAS vs RIC,RIC,CAS,18,Brendan Rose,7,1
1,1st,CAS vs RIC,RIC,CAS,17,Joshua Sawrey,7,1
1,1st,CAS vs RIC,RIC,CAS,16,D Parikh,16,0
1,1st,CAS vs RIC,RIC,CAS,15,Joshua Sawrey,7,1
1,1st,CAS vs RIC,RIC,CAS,14,Dhruval Parikh,9,1
1,1st,CAS vs RIC,RIC,CAS,13,Sam Mills,5,1
1,1st,CAS vs RIC,RIC,CAS,12,B Rose,12,0
1,1st,CAS vs RIC,RIC,CAS,11,Dhruval Parikh,12,0
1,1st,CAS vs RIC,RIC,CAS,10,Jonathan D’Rozario,13,0
1,1st,CAS vs RIC,RIC,CAS,9,Sam Mills,11,0
1,1st,CAS vs RIC,RIC,CAS,8,Brendan Rose,11,0
1,1st,CAS vs RIC,RIC,CAS,7,Sam Mills,7,0
1,1st,CAS vs RIC,RIC,CAS,6,Brendan Rose,10,0
1,1st,CAS vs RIC,RIC,CAS,5,A Anlezark,6,1
1,1st,CAS vs RIC,RIC,CAS,4,Joshua Sawrey,4,0
1,1st,CAS vs RIC,RIC,CAS,3,A Anlezark,5,0
1,1st,CAS vs RIC,RIC,CAS,2,Joshua Sawrey,9,1
1,1st,CAS vs RIC,RIC,CAS,1,Austin Anlezark,3,0
1,1st,CAS vs RIC,CAS,RIC,7,Ruwantha Kellapotha,5,0
1,1st,CAS vs RIC,CAS,RIC,6,Harry Hoekstra,13,0
1,1st,CAS vs RIC,CAS,RIC,5,Ruwantha Kellapotha,1,0
1,1st,CAS vs RIC,CAS,RIC,4,F Gordon,15,0
1,1st,CAS vs RIC,CAS,RIC,3,Akshay Ramkumar,12,1
1,1st,CAS vs RIC,CAS,RIC,2,Finlay Gordon,8,0
1,1st,CAS vs RIC,CAS,RIC,1,Akshay Ramkumar,3,1
1,1st,FIT vs FOO,FOO,FIT,20,Max Birthisel,14,0
1,1st,FIT vs FOO,FOO,FIT,19,Ben Roosenboom,3,1
1,1st,FIT vs FOO,FOO,FIT,18,Max Birthisel,5,1
1,1st,FIT vs FOO,FOO,FIT,17,Ben Roosenboom,8,0
1,1st,FIT vs FOO,FOO,FIT,16,Bailey Toseland,7,0
1,1st,FIT vs FOO,FOO,FIT,15,Aiman Nadeem,8,1
1,1st,FIT vs FOO,FOO,FIT,14,Max Birthisel,11,1
1,1st,FIT vs FOO,FOO,FIT,13,Dylan Brasher,8,0
1,1st,FIT vs FOO,FOO,FIT,12,Bailey Toseland,6,1
1,1st,FIT vs FOO,FOO,FIT,11,Dylan Brasher,6,0
1,1st,FIT vs FOO,FOO,FIT,10,Bailey Toseland,2,0
1,1st,FIT vs FOO,FOO,FIT,9,Jay Vine,9,0
1,1st,FIT vs FOO,FOO,FIT,8,Bailey Toseland,5,0
1,1st,FIT vs FOO,FOO,FIT,7,Dylan Brasher,4,0
1,1st,FIT vs FOO,FOO,FIT,6,A Nadeem,3,0
1,1st,FIT vs FOO,FOO,FIT,5,Ben Roosenboom,5,1
1,1st,FIT vs FOO,FOO,FIT,4,Max Birthisel,1,0
1,1st,FIT vs FOO,FOO,FIT,3,Jay Vine,3,0
1,1st,FIT vs FOO,FOO,FIT,2,Ben Roosenboom,6,1
1,1st,FIT vs FOO,FOO,FIT,1,Jay Vine,4,0
1,1st,FIT vs FOO,FIT,FOO,13,Ejaaz Alavi,8,0
1,1st,FIT vs FOO,FIT,FOO,12,Liam Myott,5,0
1,1st,FIT vs FOO,FIT,FOO,11,Braden Taeuber,10,0
1,1st,FIT vs FOO,FIT,FOO,10,Liam Myott,10,0
1,1st,FIT vs FOO,FIT,FOO,9,M Childs,10,0
1,1st,FIT vs FOO,FIT,FOO,8,Liam Myott,6,0
1,1st,FIT vs FOO,FIT,FOO,7,Miller Childs,9,0
1,1st,FIT vs FOO,FIT,FOO,6,Harkirat Bajwa,2,0
1,1st,FIT vs FOO,FIT,FOO,5,S Elliott,10,0
1,1st,FIT vs FOO,FIT,FOO,4,Harkirat Bajwa,9,0
1,1st,FIT vs FOO,FIT,FOO,3,S Elliott,12,1
1,1st,FIT vs FOO,FIT,FOO,2,Harkirat Bajwa,2,0
1,1st,FIT vs FOO,FIT,FOO,1,Samuel Elliott,4,0
1,1st,MEL vs PRA,PRA,MEL,20,M Wilcox,9,0
1,1st,MEL vs PRA,PRA,MEL,19,C McClure,5,1
1,1st,MEL vs PRA,PRA,MEL,18,Will Scott,3,1
1,1st,MEL vs PRA,PRA,MEL,17,C McClure,9,0
1,1st,MEL vs PRA,PRA,MEL,16,Matt Wilcox,8,1
1,1st,MEL vs PRA,PRA,MEL,15,Cameron Hemp,6,0
1,1st,MEL vs PRA,PRA,MEL,14,Shenuka De Silva,7,0
1,1st,MEL vs PRA,PRA,MEL,13,Cameron Hemp,4,0
1,1st,MEL vs PRA,PRA,MEL,12,Shenuka De Silva,6,0
1,1st,MEL vs PRA,PRA,MEL,11,Cameron Hemp,4,2
1,1st,MEL vs PRA,PRA,MEL,10,Will Scott,12,0
1,1st,MEL vs PRA,PRA,MEL,9,Cameron Hemp,10,1
1,1st,MEL vs PRA,PRA,MEL,8,Will Scott,2,1
1,1st,MEL vs PRA,PRA,MEL,7,Shenuka De Silva,10,0
1,1st,MEL vs PRA,PRA,MEL,6,L Bangs,12,0
1,1st,MEL vs PRA,PRA,MEL,5,Shenuka De Silva,11,0
1,1st,MEL vs PRA,PRA,MEL,4,Matt Wilcox,19,0
1,1st,MEL vs PRA,PRA,MEL,3,C McClure,8,0
1,1st,MEL vs PRA,PRA,MEL,2,Matt Wilcox,6,1
1,1st,MEL vs PRA,PRA,MEL,1,Cam McClure,6,0
1,1st,MEL vs PRA,MEL,PRA,13,D Warren,1,0
1,1st,MEL vs PRA,MEL,PRA,12,Yuvraj Singh,8,0
1,1st,MEL vs PRA,MEL,PRA,11,Peter Hatzoglou,7,0
1,1st,MEL vs PRA,MEL,PRA,10,Yuvraj Singh,7,0
1,1st,MEL vs PRA,MEL,PRA,9,Jack Lyndon,15,0
1,1st,MEL vs PRA,MEL,PRA,8,Yuvraj Singh,9,0
1,1st,MEL vs PRA,MEL,PRA,7,Jack Lyndon,10,0
1,1st,MEL vs PRA,MEL,PRA,6,Mark Stafford,14,0
1,1st,MEL vs PRA,MEL,PRA,5,D Warren,10,0
1,1st,MEL vs PRA,MEL,PRA,4,Peter Hatzoglou,1,2
1,1st,MEL vs PRA,MEL,PRA,3,D Warren,10,1
1,1st,MEL vs PRA,MEL,PRA,2,Peter Hatzoglou,14,0
1,1st,MEL vs PRA,MEL,PRA,1,Douglas Warren,3,0
1,1st,FOO vs RIC,RIC,FOO,20,J Ash,6,1
1,1st,FOO vs RIC,RIC,FOO,19,B Rose,18,0
1,1st,FOO vs RIC,RIC,FOO,18,J Ash,4,0
1,1st,FOO vs RIC,RIC,FOO,17,Brendan Rose,5,0
1,1st,FOO vs RIC,RIC,FOO,16,Joshua Ash,4,0
1,1st,FOO vs RIC,RIC,FOO,15,Dhruval Parikh,2,1
1,1st,FOO vs RIC,RIC,FOO,14,Joshua Ash,7,0
1,1st,FOO vs RIC,RIC,FOO,13,Dhruval Parikh,3,0
1,1st,FOO vs RIC,RIC,FOO,12,J Sawrey,9,1
1,1st,FOO vs RIC,RIC,FOO,11,Sam Mills,16,0
1,1st,FOO vs RIC,RIC,FOO,10,Joshua Ash,5,0
1,1st,FOO vs RIC,RIC,FOO,9,Sam Mills,3,1
1,1st,FOO vs RIC,RIC,FOO,8,Dhruval Parikh,9,0
1,1st,FOO vs RIC,RIC,FOO,7,Sam Mills,4,0
1,1st,FOO vs RIC,RIC,FOO,6,Dhruval Parikh,5,0
1,1st,FOO vs RIC,RIC,FOO,5,Joshua Sawrey,3,0
1,1st,FOO vs RIC,RIC,FOO,4,Brendan Rose,8,1
1,1st,FOO vs RIC,RIC,FOO,3,Joshua Sawrey,1,2
1,1st,FOO vs RIC,RIC,FOO,2,Brendan Rose,9,1
1,1st,FOO vs RIC,RIC,FOO,1,Joshua Sawrey,3,0
1,1st,FOO vs RIC,FOO,RIC,17,M Birthisel,2,0
1,1st,FOO vs RIC,FOO,RIC,16,Bailey Toseland,8,0
1,1st,FOO vs RIC,FOO,RIC,15,Max Birthisel,6,0
1,1st,FOO vs RIC,FOO,RIC,14,Jay Vine,12,0
1,1st,FOO vs RIC,FOO,RIC,13,Ashton Frost,9,0
1,1st,FOO vs RIC,FOO,RIC,12,J Vine,8,0
1,1st,FOO vs RIC,FOO,RIC,11,Max Birthisel,5,1
1,1st,FOO vs RIC,FOO,RIC,10,Ben Roosenboom,4,0
1,1st,FOO vs RIC,FOO,RIC,9,Aiman Nadeem,12,0
1,1st,FOO vs RIC,FOO,RIC,8,Bailey Toseland,9,0
1,1st,FOO vs RIC,FOO,RIC,7,A Nadeem,5,0
1,1st,FOO vs RIC,FOO,RIC,6,Bailey Toseland,3,0
1,1st,FOO vs RIC,FOO,RIC,5,Aiman Nadeem,8,1
1,1st,FOO vs RIC,FOO,RIC,4,Ben Roosenboom,2,0
1,1st,FOO vs RIC,FOO,RIC,3,Max Birthisel,11,0
1,1st,FOO vs RIC,FOO,RIC,2,Ben Roosenboom,6,0
1,1st,FOO vs RIC,FOO,RIC,1,Jay Vine,15,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,106,Harry Hoekstra,10,1
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,105,Nathan Lambden,8,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,104,H Hoekstra,13,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,103,Nathan Lambden,8,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,102,Harry Hoekstra,12,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,101,Nathan Lambden,7,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,100,Harry Hoekstra,12,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,99,Nathan Lambden,6,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,98,Harry Hoekstra,6,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,97,Finlay Gordon,6,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,96,Ashvin Adihetty,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,95,Finlay Gordon,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,94,Ashvin Adihetty,8,1
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,93,Finlay Gordon,9,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,92,Ashvin Adihetty,4,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,91,Finlay Gordon,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,90,Ashvin Adihetty,6,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,89,Finlay Gordon,4,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,88,Ashvin Adihetty,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,87,Finlay Gordon,6,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,86,Ashvin Adihetty,4,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,85,Finlay Gordon,7,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,84,Ashvin Adihetty,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,83,Finlay Gordon,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,82,Ashvin Adihetty,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,81,Finlay Gordon,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,80,Ashvin Adihetty,5,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,79,Finlay Gordon,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,78,Ashvin Adihetty,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,77,Finlay Gordon,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,76,Ashvin Adihetty,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,75,Finlay Gordon,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,74,Ashvin Adihetty,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,73,Finlay Gordon,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,72,Ashvin Adihetty,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,71,Finlay Gordon,6,1
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,70,Ashvin Adihetty,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,69,Harry Hoekstra,6,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,68,M Irfan,6,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,67,Harry Hoekstra,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,66,Muhammad Irfan,8,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,65,Harry Hoekstra,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,64,Muhammad Irfan,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,63,Harry Hoekstra,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,62,Muhammad Irfan,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,61,Finlay Gordon,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,60,Ashvin Adihetty,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,59,Finlay Gordon,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,58,Ashvin Adihetty,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,57,Finlay Gordon,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,56,Ashvin Adihetty,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,55,Finlay Gordon,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,54,Ashvin Adihetty,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,53,Finlay Gordon,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,52,Ashvin Adihetty,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,51,Finlay Gordon,4,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,50,Ashvin Adihetty,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,49,N Lambden,4,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,48,Ashvin Adihetty,4,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,47,Nathan Lambden,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,46,Ashvin Adihetty,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,45,Nathan Lambden,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,44,Ashvin Adihetty,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,43,Muhammad Irfan,4,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,42,Ashvin Adihetty,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,41,Muhammad Irfan,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,40,Ashvin Adihetty,5,1
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,39,Muhammad Irfan,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,38,Ashvin Adihetty,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,37,Harry Hoekstra,8,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,36,M Irfan,5,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,35,Harry Hoekstra,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,34,Muhammad Irfan,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,33,Harry Hoekstra,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,32,Muhammad Irfan,2,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,31,Harry Hoekstra,4,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,30,Muhammad Irfan,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,29,Harry Hoekstra,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,28,Muhammad Irfan,5,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,27,Harry Hoekstra,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,26,Finlay Gordon,5,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,25,N Lambden,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,24,Finlay Gordon,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,23,Nathan Lambden,5,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,22,Finlay Gordon,6,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,21,N Lambden,5,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,20,Finlay Gordon,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,19,Muhammad Irfan,8,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,18,Harry Hoekstra,5,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,17,Muhammad Irfan,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,16,Harry Hoekstra,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,15,Muhammad Irfan,1,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,14,Harry Hoekstra,4,1
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,13,Muhammad Irfan,4,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,12,Harry Hoekstra,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,11,Muhammad Irfan,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,10,Harry Hoekstra,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,9,N Lambden,3,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,8,Harry Hoekstra,5,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,7,Nathan Lambden,12,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,6,Harry Hoekstra,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,5,N Lambden,9,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,4,Harry Hoekstra,1,2
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,3,Nathan Lambden,0,1
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,2,Harry Hoekstra,0,0
2,1st,1st ST vs 1st CAS,1st CAS,1st ST,1,Nathan Lambden,0,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,81,M Hennig,0,1
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,80,Will Lovell,3,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,79,Matthew Hennig,2,1
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,78,Will Lovell,5,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,77,Matthew Hennig,6,1
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,76,James Seymour,6,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,75,Thomas Russ,7,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,74,James Seymour,7,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,73,Thomas Russ,2,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,72,Will Lovell,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,71,Thomas Russ,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,70,W Lovell,8,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,69,Thomas Russ,0,1
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,68,Will Lovell,9,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,67,Thomas Russ,3,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,66,James Seymour,9,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,65,Thomas Russ,10,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,64,James Seymour,14,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,63,Thomas Russ,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,62,J Seymour,5,1
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,61,Thomas Russ,2,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,60,James Seymour,2,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,59,Thomas Russ,5,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,58,Will Lovell,6,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,57,James Seymour,7,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,56,Will Lovell,6,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,55,James Seymour,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,54,W Lovell,5,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,53,James Seymour,5,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,52,Will Lovell,2,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,51,James Seymour,2,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,50,Luke Destito,11,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,49,M Hennig,6,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,48,Luke Destito,6,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,47,Matthew Hennig,9,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,46,Luke Destito,1,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,45,James Seymour,3,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,44,Thomas Russ,0,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,43,Will Lovell,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,42,Luke Destito,6,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,41,Will Lovell,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,40,Luke Destito,1,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,39,Thomas Paddington,1,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,38,Luke Destito,1,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,37,Thomas Paddington,0,1
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,36,Luke Destito,1,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,35,Thomas Paddington,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,34,Thomas Russ,9,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,33,Thomas Paddington,3,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,32,Thomas Russ,8,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,31,Thomas Paddington,1,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,30,Thomas Russ,5,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,29,Thomas Paddington,3,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,28,Thomas Russ,3,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,27,Matthew Hennig,6,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,26,W Lovell,3,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,25,Matthew Hennig,3,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,24,Will Lovell,1,1
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,23,Luke Destito,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,22,Will Lovell,10,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,21,Luke Destito,0,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,20,Will Lovell,5,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,19,Luke Destito,3,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,18,Will Lovell,2,1
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,17,Luke Destito,0,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,16,Will Lovell,0,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,15,Thomas Paddington,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,14,W Lovell,3,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,13,Thomas Paddington,6,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,12,Will Lovell,0,1
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,11,Thomas Paddington,8,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,10,W Lovell,6,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,9,Thomas Paddington,1,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,8,Luke Destito,3,1
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,7,M Hennig,6,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,6,Luke Destito,1,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,5,Matthew Hennig,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,4,Luke Destito,0,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,3,Matthew Hennig,1,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,2,Luke Destito,4,0
2,1st,1st ST vs 1st CAS,1st ST,1st CAS,1,Matthew Hennig,4,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,93,C McClure,0,1
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,92,Matt Wilcox,3,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,91,Cam McClure,1,1
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,90,Matt Wilcox,5,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,89,Brodie Symons,0,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,88,Matt Wilcox,1,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,87,Brodie Symons,0,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,86,Matt Wilcox,0,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,85,Brodie Symons,2,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,84,Matt Wilcox,3,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,83,Brodie Symons,6,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,82,Matt Wilcox,2,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,81,B Symons,1,1
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,80,Lachlan Bangs,4,1
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,79,Shenuka De Silva,3,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,78,Lachlan Bangs,0,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,77,Shenuka De Silva,5,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,76,Lachlan Bangs,1,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,75,Cam McClure,2,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,74,Lachlan Bangs,0,1
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,73,Cam McClure,1,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,72,Lachlan Bangs,1,0
2,1st,1st NOR vs 1st PRA,1st PRA,1st NOR,71,Cam McClure,1,0
