round,grade,matchup,opposition,current_batting,over_num,bowler_for_row,runs,wickets
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,78,Harry Smith,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,77,Liam Myott,6,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,76,Harry Smith,4,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,75,Liam Myott,1,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,74,Rahul Surendran,4,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,73,Liam Myott,6,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,72,Rahul Surendran,2,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,71,Liam Myott,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,70,Rahul Surendran,5,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,69,Liam Myott,1,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,68,Kobe Smith,1,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,67,Liam Myott,6,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,66,Kobe Smith,1,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,65,Liam Myott,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,64,Kobe Smith,4,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,63,Liam Myott,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,62,Kobe Smith,0,1
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,61,Liam Myott,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,60,Brodie Richardson,3,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,59,Liam Myott,2,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,58,Brodie Richardson,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,57,Kobe Smith,7,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,56,Brodie Richardson,1,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,55,Kobe Smith,5,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,54,Brodie Richardson,5,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,53,Kobe Smith,3,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,52,B Richardson,1,1
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,51,Matthew Bremner,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,50,Brodie Richardson,5,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,49,Liam Myott,6,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,48,Miller Childs,4,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,47,Liam Myott,6,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,46,Harry Smith,6,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,45,Liam Myott,2,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,44,Harry Smith,5,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,43,Liam Myott,6,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,42,Harry Smith,6,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,41,Liam Myott,8,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,40,Harry Smith,1,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,39,Liam Myott,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,38,Harry Smith,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,37,Liam Myott,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,36,Rahul Surendran,5,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,35,Liam Myott,7,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,34,Rahul Surendran,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,33,Liam Myott,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,32,Rahul Surendran,0,1
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,31,Liam Myott,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,30,Rahul Surendran,1,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,29,Liam Myott,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,28,Kobe Smith,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,27,Liam Myott,2,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,26,Kobe Smith,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,25,Liam Myott,2,1
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,24,Kobe Smith,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,23,Liam Myott,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,22,Kobe Smith,4,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,21,Rahul Surendran,5,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,20,Kobe Smith,4,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,19,Rahul Surendran,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,18,Miller Childs,1,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,17,Rahul Surendran,4,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,16,Miller Childs,2,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,15,Rahul Surendran,6,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,14,Miller Childs,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,13,Rahul Surendran,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,12,Harry Smith,8,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,11,Rahul Surendran,0,1
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,10,Harry Smith,6,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,9,Kobe Smith,3,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,8,Harry Smith,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,7,Kobe Smith,1,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,6,Harry Smith,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,5,Kobe Smith,2,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,4,Harry Smith,2,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,3,Kobe Smith,0,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,2,Harry Smith,1,0
17,2nd,1st ESS vs 1st FIT,1st FIT,1st ESS,1,Kobe Smith,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,83,Jarrod Parsons,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,82,Simrth Singh Gill,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,81,Aaron Cornish,8,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,80,Simrth Singh Gill,2,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,79,Jarrod Parsons,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,78,Noah Guida,5,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,77,Jarrod Parsons,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,76,Noah Guida,0,1
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,75,Aaron Cornish,5,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,74,Noah Guida,1,1
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,73,Jarrod Parsons,3,1
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,72,Noah Guida,2,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,71,Jarrod Parsons,5,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,70,Noah Guida,7,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,69,Jarrod Parsons,14,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,68,N Guida,12,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,67,Aaron Cornish,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,66,Noah Guida,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,65,Aaron Cornish,7,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,64,Noah Guida,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,63,Aaron Cornish,0,1
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,62,Noah Guida,1,1
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,61,Aaron Cornish,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,60,Noah Guida,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,59,Aaron Cornish,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,58,Noah Guida,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,57,Navdeep Rai,6,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,56,Noah Guida,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,55,Navdeep Rai,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,54,N Guida,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,53,Navdeep Rai,11,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,52,Noah Guida,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,51,Navdeep Rai,3,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,50,Noah Guida,9,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,49,Navdeep Rai,2,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,48,Noah Guida,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,47,Jarrod Parsons,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,46,Aaron Cornish,0,1
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,45,Jarrod Parsons,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,44,Navdeep Rai,8,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,43,Jarrod Parsons,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,42,Navdeep Rai,2,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,41,Jarrod Parsons,3,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,40,Navdeep Rai,2,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,39,Jarrod Parsons,6,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,38,Noah Guida,5,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,37,Jarrod Parsons,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,36,Noah Guida,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,35,Jarrod Parsons,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,34,Noah Guida,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,33,Jarrod Parsons,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,32,Noah Guida,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,31,Jarrod Parsons,2,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,30,Noah Guida,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,29,Aaron Cornish,5,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,28,Noah Guida,3,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,27,Aaron Cornish,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,26,Arin Mishra,2,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,25,Aaron Cornish,2,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,24,Arin Mishra,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,23,Aaron Cornish,5,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,22,Arin Mishra,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,21,Aaron Cornish,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,20,Arin Mishra,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,19,Navdeep Rai,6,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,18,Arin Mishra,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,17,Navdeep Rai,12,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,16,Arin Mishra,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,15,Navdeep Rai,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,14,Arin Mishra,2,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,13,Navdeep Rai,3,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,12,A Mishra,4,1
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,11,Navdeep Rai,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,10,Noah Guida,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,9,Navdeep Rai,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,8,Noah Guida,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,7,Navdeep Rai,0,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,6,Noah Guida,4,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,5,Navdeep Rai,9,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,4,Noah Guida,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,3,Navdeep Rai,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,2,Noah Guida,1,0
17,2nd,1st ESS vs 1st FIT,1st ESS,1st FIT,1,Navdeep Rai,5,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,63,A Smillie,0,1
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,62,Sean Morrow,5,1
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,61,Aaron Smillie,4,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,60,Sean Morrow,1,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,59,Aaron Smillie,0,1
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,58,Sean Morrow,0,1
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,57,H Edwards,6,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,56,Sean Morrow,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,55,Henry Edwards,2,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,54,Lucas Brasher,8,1
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,53,Henry Edwards,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,52,Lucas Brasher,5,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,51,Henry Edwards,1,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,50,Lucas Brasher,3,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,49,Henry Edwards,0,1
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,48,Lucas Brasher,4,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,47,Henry Edwards,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,46,Lucas Brasher,14,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,45,Henry Edwards,2,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,44,Lucas Brasher,4,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,43,Seth McGinty,9,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,42,Lucas Brasher,2,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,41,Seth McGinty,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,40,Lucas Brasher,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,39,Seth McGinty,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,38,Lucas Brasher,4,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,37,Seth McGinty,8,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,36,Lucas Brasher,3,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,35,Aaron Smillie,2,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,34,Sean Morrow,4,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,33,Aaron Smillie,4,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,32,Sean Morrow,9,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,31,Aaron Smillie,4,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,30,Sean Morrow,0,2
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,29,Aaron Smillie,0,1
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,28,Lucas Brasher,1,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,27,Aaron Smillie,4,1
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,26,Lucas Brasher,4,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,25,Aaron Smillie,8,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,24,Sean Morrow,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,23,Seth McGinty,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,22,Sean Morrow,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,21,Seth McGinty,9,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,20,Sean Morrow,4,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,19,Seth McGinty,1,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,18,Sean Morrow,2,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,17,Seth McGinty,3,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,16,Sean Morrow,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,15,Seth McGinty,7,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,14,Sean Morrow,2,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,13,Aaron Smillie,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,12,Sean Morrow,1,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,11,Aaron Smillie,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,10,S Morrow,3,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,9,Aaron Smillie,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,8,S McGinty,7,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,7,Aaron Smillie,2,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,6,Seth McGinty,6,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,5,Aaron Smillie,2,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,4,Seth McGinty,4,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,3,A Smillie,3,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,2,Seth McGinty,0,0
17,2nd,1st DAN vs 1st CAR,1st CAR,1st DAN,1,Aaron Smillie,0,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,76,A Fernando,12,1
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,75,Adam McMaster,12,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,74,Aaron Fernando,5,1
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,73,Hayden Wrigglesworth,0,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,72,Aaron Fernando,3,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,71,Hayden Wrigglesworth,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,70,Aaron Fernando,6,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,69,Hayden Wrigglesworth,0,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,68,Aaron Fernando,6,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,67,Hayden Wrigglesworth,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,66,Aaron Fernando,3,1
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,65,Hayden Wrigglesworth,0,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,64,Aaron Fernando,11,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,63,Hayden Wrigglesworth,0,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,62,Aaron Fernando,7,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,61,Neil D'Souza,0,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,60,Aaron Fernando,2,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,59,Neil D'Souza,5,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,58,Aaron Fernando,3,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,57,Neil D'Souza,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,56,Aaron Fernando,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,55,Kartikay Sharma,1,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,54,Aaron Fernando,7,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,53,K Sharma,11,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,52,Aaron Fernando,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,51,Rachit Sharma,10,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,50,Aaron Fernando,7,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,49,Rachit Sharma,1,1
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,48,Aaron Fernando,1,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,47,Rachit Sharma,6,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,46,Aaron Fernando,2,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,45,Rachit Sharma,5,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,44,Aaron Fernando,0,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,43,Rachit Sharma,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,42,Adam McMaster,3,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,41,Rachit Sharma,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,40,Adam McMaster,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,39,Rachit Sharma,7,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,38,Adam McMaster,3,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,37,Hayden Wrigglesworth,9,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,36,Adam McMaster,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,35,Hayden Wrigglesworth,5,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,34,Adam McMaster,2,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,33,Hayden Wrigglesworth,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,32,Adam McMaster,2,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,31,Hayden Wrigglesworth,5,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,30,Kartikay Sharma,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,29,Hayden Wrigglesworth,3,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,28,Kartikay Sharma,1,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,27,Aaron Fernando,5,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,26,Kartikay Sharma,6,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,25,Aaron Fernando,8,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,24,Parth Hirani,5,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,23,Rachit Sharma,5,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,22,Parth Hirani,2,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,21,Rachit Sharma,0,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,20,Parth Hirani,2,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,19,Rachit Sharma,2,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,18,Parth Hirani,1,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,17,Rachit Sharma,0,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,16,Parth Hirani,3,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,15,Rachit Sharma,0,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,14,Parth Hirani,3,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,13,Rachit Sharma,0,1
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,12,Adam McMaster,8,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,11,Hayden Wrigglesworth,8,1
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,10,Adam McMaster,5,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,9,Hayden Wrigglesworth,0,1
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,8,Adam McMaster,10,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,7,Hayden Wrigglesworth,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,6,Adam McMaster,3,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,5,Hayden Wrigglesworth,6,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,4,Adam McMaster,3,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,3,Hayden Wrigglesworth,1,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,2,Adam McMaster,4,0
17,2nd,1st DAN vs 1st CAR,1st DAN,1st CAR,1,H Wrigglesworth,1,0
