round,grade,matchup,opposition,bowling_team,bowler_name,overs,maidens,runs,wickets,wides,no_balls
17,1st,1st CAR vs 1st DAN,1st DAN,1st CAR,Evan Gulbis,12,,6,35,2.91,0
17,1st,1st CAR vs 1st DAN,1st DAN,1st CAR,Connor Rutland,16,,2,49,3.06,0
17,1st,1st CAR vs 1st DAN,1st DAN,1st CAR,Dominic Sullivan,13,,2,33,2.53,0
17,1st,1st CAR vs 1st DAN,1st DAN,1st CAR,Aryan J Sharma,7,,1,24,3.42,0
17,1st,1st CAR vs 1st DAN,1st DAN,1st CAR,Michael Archer,15,,4,25,1.66,0
17,1st,1st CAR vs 1st DAN,1st DAN,1st CAR,Tom Smyth,2,,0,5,2.50,0
17,1st,1st CAM vs 1st MEL,1st CAM,1st MEL,Glenn Hannah,16,,4,48,3.00,0
17,1st,1st CAM vs 1st MEL,1st CAM,1st MEL,Jack Sullivan,20.3,,1,72,3.51,3
17,1st,1st CAM vs 1st MEL,1st CAM,1st MEL,Wilson McGillivray,14,,0,54,3.85,1
17,1st,1st CAM vs 1st MEL,1st CAM,1st MEL,Jonathan Merlo,15,,5,25,1.66,0
17,1st,1st CAM vs 1st MEL,1st CAM,1st MEL,Christian Howe,11,,1,42,3.81,0
17,1st,1st CAM vs 1st MEL,1st CAM,1st MEL,Thomas Wrigglesworth,17,,3,36,2.11,0
17,1st,1st CAM vs 1st MEL,1st CAM,1st MEL,Ritin Raman,0,,0,0,0.00,0
17,1st,1st CAM vs 1st MEL,1st CAM,1st MEL,Farzan Chowna,0,,0,0,0.00,0
17,1st,1st CAM vs 1st MEL,1st CAM,1st MEL,Nikki du Toit,0,,0,0,0.00,0
17,1st,1st CAM vs 1st MEL,1st CAM,1st MEL,Campbell Kellaway,0,,0,0,0.00,0
17,1st,1st CAM vs 1st MEL,1st MEL,1st CAM,William Walker,26,,7,54,2.07,0
17,1st,1st CAM vs 1st MEL,1st MEL,1st CAM,Sacheen R Paramesh,16,,2,65,4.06,0
17,1st,1st CAM vs 1st MEL,1st MEL,1st CAM,Patrick Dooley,27.3,,5,71,2.58,0
17,1st,1st CAM vs 1st MEL,1st MEL,1st CAM,Tom Nelson,5,,0,58,11.60,2
17,1st,1st CAM vs 1st MEL,1st MEL,1st CAM,Charles Simondson,9,,1,24,2.66,0
17,1st,1st CAM vs 1st MEL,1st MEL,1st CAM,Shorye Chopra,1,,0,7,7.00,0
17,1st,1st CAM vs 1st MEL,1st MEL,1st CAM,Patrick Forrest,0,,0,0,0.00,0
17,1st,1st CAM vs 1st MEL,1st MEL,1st CAM,Prajay Paramesh,0,,0,0,0.00,0
17,1st,1st CAM vs 1st MEL,1st MEL,1st CAM,James Wiseman,0,,0,0,0.00,0
17,1st,1st CAS vs 1st RIC,1st CAS,1st RIC,Joshua Sawrey,9,,4,17,1.88,0
17,1st,1st CAS vs 1st RIC,1st CAS,1st RIC,Brendan Rose,12,,4,26,2.16,0
17,1st,1st CAS vs 1st RIC,1st CAS,1st RIC,Sam Mills,15.1,,8,22,1.45,0
17,1st,1st CAS vs 1st RIC,1st CAS,1st RIC,Griffin Box,11,,2,24,2.18,0
17,1st,1st CAS vs 1st RIC,1st CAS,1st RIC,Dhruval Parikh,11,,3,17,1.54,0
17,1st,1st CAS vs 1st RIC,1st CAS,1st RIC,Jacob Hinds,14,,6,18,1.28,0
17,1st,1st CAS vs 1st RIC,1st CAS,1st RIC,Jonathan D’Rozario,1,,0,2,2.00,0
17,1st,1st CAS vs 1st RIC,1st RIC,1st CAS,Nathan Lambden,7.3,,3,12,1.60,0
17,1st,1st CAS vs 1st RIC,1st RIC,1st CAS,Harry Hoekstra,11,,1,28,2.54,0
17,1st,1st CAS vs 1st RIC,1st RIC,1st CAS,Muhammad Irfan,4,,0,25,6.25,0
17,1st,1st CAS vs 1st RIC,2nd CAS,1st CAS,Joshua Sawrey,11,,3,43,3.90,0
17,1st,1st CAS vs 1st RIC,2nd CAS,1st CAS,Mitch Perry,12,,5,25,2.08,0
17,1st,1st CAS vs 1st RIC,2nd CAS,1st CAS,Brendan Rose,10,,3,36,3.60,0
17,1st,1st CAS vs 1st RIC,2nd CAS,1st CAS,Sam Mills,14,,4,37,2.64,0
17,1st,1st CAS vs 1st RIC,2nd CAS,1st CAS,James Doherty,0,,0,0,0.00,0
17,1st,1st CAS vs 1st RIC,2nd CAS,1st CAS,Jacob Hinds,4,,1,15,3.75,0
17,1st,1st CAS vs 1st RIC,2nd CAS,1st CAS,Dhruval Parikh,5.1,,1,16,3.09,0
17,1st,1st CAS vs 1st RIC,2nd RIC,1st CAS,Nathan Lambden,10,,0,51,5.10,0
17,1st,1st CAS vs 1st RIC,2nd RIC,1st CAS,Harry Hoekstra,8,,0,40,5.00,1
17,1st,1st CAS vs 1st RIC,2nd RIC,1st CAS,Finlay Gordon,10,,0,60,6.00,0
17,1st,1st CAS vs 1st RIC,2nd RIC,1st CAS,Ashvin Adihetty,11,,0,61,5.54,1
17,1st,1st GEE vs 1st GRE,1st GEE,1st GRE,Benjamin Cliff,16.4,,5,54,3.24,7
17,1st,1st GEE vs 1st GRE,1st GEE,1st GRE,Musa Hussain,18,,3,47,2.61,1
17,1st,1st GEE vs 1st GRE,1st GEE,1st GRE,Tobias Sutherland,17,,4,56,3.29,0
17,1st,1st GEE vs 1st GRE,1st GEE,1st GRE,Armann Singh,12,,2,51,4.25,1
17,1st,1st GEE vs 1st GRE,1st GEE,1st GRE,Lewis Dichiera,9,,1,31,3.44,2
17,1st,1st GEE vs 1st GRE,1st GEE,1st GRE,Yaseen Muntasir,15,,2,45,3.00,0
17,1st,1st GEE vs 1st GRE,1st GEE,1st GRE,Ryan Stingel,1,,0,6,6.00,0
17,1st,1st GEE vs 1st GRE,1st GRE,1st GEE,Nathan Harper,20,,4,68,3.40,0
17,1st,1st GEE vs 1st GRE,1st GRE,1st GEE,Oliver Haberfield,14,,3,66,4.71,0
17,1st,1st GEE vs 1st GRE,1st GRE,1st GEE,Josh Garner,16.2,,2,82,5.02,1
17,1st,1st GEE vs 1st GRE,1st GRE,1st GEE,Joshua Larkin,9,,1,32,3.55,0
17,1st,1st GEE vs 1st GRE,1st GRE,1st GEE,Lachie Field,2,,0,14,7.00,0
17,1st,1st GEE vs 1st GRE,1st GRE,1st GEE,Zane Attard,7,,0,36,5.14,0
17,1st,1st FRA vs 1st KIN,1st FRA,1st KIN,Luke Stow,14,,5,52,3.71,0
17,1st,1st FRA vs 1st KIN,1st FRA,1st KIN,Herbie Fischbacher,15,,2,54,3.60,5
17,1st,1st FRA vs 1st KIN,1st FRA,1st KIN,Cory Cater,8,,0,36,4.50,0
17,1st,1st FRA vs 1st KIN,1st FRA,1st KIN,William Bowering,13,,3,35,2.69,0
17,1st,1st FRA vs 1st KIN,1st FRA,1st KIN,Rehan Majoka,12,,1,44,3.66,0
17,1st,1st FRA vs 1st KIN,1st KIN,1st FRA,Aidan Lenehan,22.5,,7,72,3.15,1
17,1st,1st FRA vs 1st KIN,1st KIN,1st FRA,Lachlan Klauer,14,,3,39,2.78,0
17,1st,1st FRA vs 1st KIN,1st KIN,1st FRA,Jack Hay,4,,0,21,5.25,0
17,1st,1st FRA vs 1st KIN,1st KIN,1st FRA,Jaspreet Singh,25,,7,43,1.72,0
17,1st,1st FRA vs 1st KIN,1st KIN,1st FRA,Jye Dignan,4,,1,8,2.00,0
17,1st,1st FRA vs 1st KIN,1st KIN,1st FRA,Xavier Crone,13,,5,20,1.53,0
17,1st,1st ESS vs 1st FIT,1st ESS,1st FIT,Braden Taeuber,14,,0,60,4.28,0
17,1st,1st ESS vs 1st FIT,1st ESS,1st FIT,Gurnaz Khatra,14,,5,40,2.85,0
17,1st,1st ESS vs 1st FIT,1st ESS,1st FIT,Rupptaz Kharoud,13.2,,2,34,2.55,0
17,1st,1st ESS vs 1st FIT,1st ESS,1st FIT,Harkirat Bajwa,17,,3,36,2.11,0
17,1st,1st ESS vs 1st FIT,1st ESS,1st FIT,Matthew Spoors,7,,1,22,3.14,0
17,1st,1st ESS vs 1st FIT,1st ESS,1st FIT,Ejaaz Alavi,11,,0,24,2.18,0
17,1st,1st ESS vs 1st FIT,1st ESS,1st FIT,Zachary Elliott,2,,0,5,2.50,0
17,1st,1st ESS vs 1st FIT,1st FIT,1st ESS,Nicholas McGuane,22,,4,66,3.00,0
17,1st,1st ESS vs 1st FIT,1st FIT,1st ESS,Noman Safdar,22,,6,74,3.36,0
17,1st,1st ESS vs 1st FIT,1st FIT,1st ESS,Lachie Busk,6,,1,36,6.00,0
17,1st,1st ESS vs 1st FIT,1st FIT,1st ESS,Liam Molloy,6,,1,8,1.33,0
17,1st,1st ESS vs 1st FIT,1st FIT,1st ESS,Arshit Rajput,2,,0,22,11.00,0
17,1st,1st ESS vs 1st FIT,1st FIT,1st ESS,Ikroop Dhanoa,3,,0,15,5.00,0
17,1st,1st MEL vs 1st NOR,1st MEL,1st NOR,Jackson Smith,12.1,,2,33,2.71,0
17,1st,1st MEL vs 1st NOR,1st MEL,1st NOR,Archie Lalor,8,,1,30,3.75,0
17,1st,1st MEL vs 1st NOR,1st MEL,1st NOR,Sam Harbinson,4,,0,22,5.50,0
17,1st,1st MEL vs 1st NOR,1st MEL,1st NOR,Joe Medew-Ewen,2,,1,9,4.50,0
17,1st,1st MEL vs 1st NOR,1st MEL,1st NOR,Adam Howard,8,,5,17,2.12,0
17,1st,1st MEL vs 1st NOR,1st MEL,1st NOR,Aaron Crispe,0,,0,0,0.00,0
17,1st,1st MEL vs 1st NOR,1st MEL,1st NOR,Joshua Sundberg,0,,0,0,0.00,0
17,1st,1st MEL vs 1st NOR,1st MEL,1st NOR,Michael Jephcott,0,,0,0,0.00,0
17,1st,1st MEL vs 1st NOR,1st NOR,1st MEL,Mark Stafford,13,,3,34,2.61,0
17,1st,1st MEL vs 1st NOR,1st NOR,1st MEL,Tom Walker,10,,3,28,2.80,1
17,1st,1st MEL vs 1st NOR,1st NOR,1st MEL,Jack Lyndon,10,,1,39,3.90,0
17,1st,1st MEL vs 1st NOR,1st NOR,1st MEL,Douglas Warren,17,,5,32,1.88,0
17,1st,1st MEL vs 1st NOR,1st NOR,1st MEL,Peter Hatzoglou,4,,0,16,4.00,0
17,1st,1st MEL vs 1st NOR,1st NOR,1st MEL,Yuvraj Singh,4,,0,19,4.75,0
17,1st,1st MEL vs 1st NOR,1st NOR,1st MEL,Dhruv Poojari Redhu,0,,0,0,0.00,0
17,1st,1st MEL vs 1st NOR,1st NOR,1st MEL,Finlay Bean,0,,0,0,0.00,0
17,1st,1st MEL vs 1st NOR,2nd MEL,1st MEL,Jackson Smith,16,,5,47,2.93,0
17,1st,1st MEL vs 1st NOR,2nd MEL,1st MEL,Archie Lalor,13,,1,36,2.76,0
17,1st,1st MEL vs 1st NOR,2nd MEL,1st MEL,Adam Howard,9,,1,37,4.11,0
17,1st,1st MEL vs 1st NOR,2nd MEL,1st MEL,Sam Harbinson,7,,1,19,2.71,0
17,1st,1st MEL vs 1st NOR,2nd MEL,1st MEL,Joe Medew-Ewen,15.2,,3,48,3.13,0
17,1st,1st MEL vs 1st NOR,2nd MEL,1st MEL,Aaron Crispe,5,,2,11,2.20,0
17,1st,1st MEL vs 1st NOR,2nd MEL,1st MEL,Michael Jephcott,0,,0,0,0.00,0
17,1st,1st MEL vs 1st NOR,2nd NOR,1st MEL,Mark Stafford,8,,2,21,2.62,0
17,1st,1st MEL vs 1st NOR,2nd NOR,1st MEL,Tom Walker,9,,2,17,1.88,0
17,1st,1st MEL vs 1st NOR,2nd NOR,1st MEL,Peter Hatzoglou,4,,0,12,3.00,0
17,1st,1st MEL vs 1st NOR,2nd NOR,1st MEL,Douglas Warren,2,,0,14,7.00,0
17,1st,1st MEL vs 1st NOR,2nd NOR,1st MEL,Jack Lyndon,4,,1,6,1.50,0
17,1st,1st MEL vs 1st NOR,2nd NOR,1st MEL,Fergus McKenna,0,,0,0,0.00,0
17,1st,1st MEL vs 1st NOR,2nd NOR,1st MEL,Finlay Bean,0,,0,0,0.00,0
17,1st,1st MEL vs 1st NOR,2nd NOR,1st MEL,Jacob Whiteaker,0,,0,0,0.00,0
17,1st,1st MEL vs 1st NOR,2nd NOR,1st MEL,Yuvraj Singh,0,,0,0,0.00,0
1,2nd,1st GEE vs 1st CAM,1st GEE,1st CAM,Aidan Nicholls,16,,1,56,3.50,0
1,2nd,1st GEE vs 1st CAM,1st GEE,1st CAM,Christopher Gorman,8,,1,34,4.25,0
1,2nd,1st GEE vs 1st CAM,1st GEE,1st CAM,Jakey Pietz,27,,6,77,2.85,0
1,2nd,1st GEE vs 1st CAM,1st GEE,1st CAM,Daniel Pietz,6,,2,27,4.50,0
1,2nd,1st GEE vs 1st CAM,1st GEE,1st CAM,Coby Fitzsimmons,19,,4,62,3.26,0
1,2nd,1st GEE vs 1st CAM,1st GEE,1st CAM,Kevin Prior,25,,6,67,2.68,0
1,2nd,1st GEE vs 1st CAM,1st GEE,1st CAM,Prajay Paramesh,5,,0,19,3.80,0
1,2nd,1st GEE vs 1st CAM,1st CAM,1st GEE,Nathan Harper,12.2,,3,25,2.02,0
1,2nd,1st GEE vs 1st CAM,1st CAM,1st GEE,Kyle Bienefelt,18,,2,46,2.55,0
1,2nd,1st GEE vs 1st CAM,1st CAM,1st GEE,Joshua Slater,10,,1,40,4.00,0
1,2nd,1st GEE vs 1st CAM,1st CAM,1st GEE,Liam Biddiscombe,4,,0,19,4.75,0
1,2nd,1st GEE vs 1st CAM,1st CAM,1st GEE,Sam Croft,17,,2,62,3.64,0
1,2nd,1st MEL vs 1st FIT,1st MEL,1st FIT,Kobe Smith,15,,4,43,2.86,0
1,2nd,1st MEL vs 1st FIT,1st MEL,1st FIT,Gurnaz Khatra,17.4,,7,17,0.96,0
1,2nd,1st MEL vs 1st FIT,1st MEL,1st FIT,Rupptaz Kharoud,12,,3,35,2.91,0
1,2nd,1st MEL vs 1st FIT,1st MEL,1st FIT,Harry Smith,20,,7,32,1.60,0
1,2nd,1st MEL vs 1st FIT,1st MEL,1st FIT,Liam Myott,13,,8,26,2.00,0
1,2nd,1st MEL vs 1st FIT,1st MEL,1st FIT,Brodie Richardson,3,,1,13,4.33,0
1,2nd,1st MEL vs 1st FIT,1st FIT,1st MEL,Joshua Driscoll,16,,5,44,2.75,0
1,2nd,1st MEL vs 1st FIT,1st FIT,1st MEL,Tom Reid,13,,3,43,3.30,1
1,2nd,1st MEL vs 1st FIT,1st FIT,1st MEL,Roland Murphy,11,,4,22,2.00,0
1,2nd,1st MEL vs 1st FIT,1st FIT,1st MEL,Samuel Field,15,,6,29,1.93,0
1,2nd,1st MEL vs 1st FIT,1st FIT,1st MEL,Phil Halbish,4,,1,8,2.00,0
1,2nd,1st MEL vs 1st FIT,1st FIT,1st MEL,Christopher Kellaway,0.5,,0,24,28.81,0
17,1st,1st RIN vs 1st ST,1st RIN,1st ST,Matthew Hennig,10,,2,50,5.00,0
17,1st,1st RIN vs 1st ST,1st RIN,1st ST,Luke Destito,14,,6,26,1.85,0
17,1st,1st RIN vs 1st ST,1st RIN,1st ST,Thomas Paddington,11,,5,22,2.00,0
17,1st,1st RIN vs 1st ST,1st RIN,1st ST,Will Lovell,16,,7,24,1.50,0
17,1st,1st RIN vs 1st ST,1st RIN,1st ST,Thomas Russ,11.1,,2,23,2.05,0
17,1st,1st RIN vs 1st ST,1st RIN,1st ST,Harry Dixon,1,,0,3,3.00,0
17,1st,1st RIN vs 1st ST,1st ST,1st RIN,Ian Holland,12,,3,19,1.58,0
17,1st,1st RIN vs 1st ST,1st ST,1st RIN,Justin Beaton,13,,7,15,1.15,0
17,1st,1st RIN vs 1st ST,1st ST,1st RIN,Luke Tully,7,,1,31,4.42,0
17,1st,1st RIN vs 1st ST,1st ST,1st RIN,David King,8,,5,3,0.37,0
17,1st,1st RIN vs 1st ST,1st ST,1st RIN,Jackson Freeman,8,,1,20,2.50,0
17,1st,1st RIN vs 1st ST,1st ST,1st RIN,Dylan Walker,4,,3,2,0.50,0
17,1st,1st RIN vs 1st ST,1st ST,1st RIN,Rheedyi Adam Amin,1,,1,0,0.00,0
17,1st,1st RIN vs 1st ST,2nd RIN,1st RIN,Matthew Hennig,9,,0,38,4.22,0
17,1st,1st RIN vs 1st ST,2nd RIN,1st RIN,Luke Destito,10,,1,23,2.30,0
17,1st,1st RIN vs 1st ST,2nd RIN,1st RIN,Will Lovell,9,,1,19,2.11,0
17,1st,1st RIN vs 1st ST,2nd RIN,1st RIN,Thomas Russ,8,,1,24,3.00,0
17,1st,1st RIN vs 1st ST,2nd RIN,1st RIN,Todd Murphy,3,,0,12,4.00,0
17,1st,1st RIN vs 1st ST,2nd ST,1st RIN,Ian Holland,12,,3,22,1.83,0
17,1st,1st RIN vs 1st ST,2nd ST,1st RIN,Justin Beaton,10.1,,0,69,6.78,0
17,1st,1st RIN vs 1st ST,2nd ST,1st RIN,Luke Tully,3,,0,27,9.00,0
17,1st,1st RIN vs 1st ST,2nd ST,1st RIN,Jackson Freeman,6,,0,32,5.33,0
17,1st,1st RIN vs 1st ST,2nd ST,1st RIN,Dylan Walker,2,,0,21,10.50,0
17,1st,1st RIN vs 1st ST,2nd ST,1st RIN,Matthew Mountain,2,,0,15,7.50,0
1,2nd,1st ST vs 1st MEL,1st ST,1st MEL,James Browning,22,,2,98,4.45,0
1,2nd,1st ST vs 1st MEL,1st ST,1st MEL,Krish Kumar,18,,5,49,2.72,1
1,2nd,1st ST vs 1st MEL,1st ST,1st MEL,Om Patel,25,,7,76,3.04,0
1,2nd,1st ST vs 1st MEL,1st ST,1st MEL,Jacob Stevenson,15,,2,59,3.93,0
1,2nd,1st ST vs 1st MEL,1st ST,1st MEL,Brodie O'Donnell,11.2,,3,40,3.52,0
1,2nd,1st ST vs 1st MEL,1st MEL,1st ST,James Gray,22.4,,4,80,3.52,0
1,2nd,1st ST vs 1st MEL,1st MEL,1st ST,Declan McComb,19,,5,53,2.78,0
1,2nd,1st ST vs 1st MEL,1st MEL,1st ST,Luke Gandy,19,,3,53,2.78,0
1,2nd,1st ST vs 1st MEL,1st MEL,1st ST,Harry Jones,11,,2,41,3.72,1
1,2nd,1st ST vs 1st MEL,1st MEL,1st ST,Lachlan Graf,11,,1,28,2.54,0
2,2nd,1st GEE vs 1st FIT,1st GEE,1st FIT,Gurnaz Khatra,21,,6,47,2.23,0
2,2nd,1st GEE vs 1st FIT,1st GEE,1st FIT,Kobe Smith,19.5,,5,49,2.47,0
2,2nd,1st GEE vs 1st FIT,1st GEE,1st FIT,Harry Smith,17,,6,31,1.82,0
2,2nd,1st GEE vs 1st FIT,1st GEE,1st FIT,Rupptaz Kharoud,10,,2,33,3.30,0
2,2nd,1st GEE vs 1st FIT,1st GEE,1st FIT,Liam Myott,15,,2,36,2.40,0
2,2nd,1st GEE vs 1st FIT,1st GEE,1st FIT,Brodie Richardson,7,,0,17,2.42,0
2,2nd,1st GEE vs 1st FIT,1st FIT,1st GEE,Nathan Harper,20,,5,68,3.40,0
2,2nd,1st GEE vs 1st FIT,1st FIT,1st GEE,Kyle Bienefelt,26,,7,51,1.96,1
2,2nd,1st GEE vs 1st FIT,1st FIT,1st GEE,Joshua Slater,10,,1,41,4.10,2
2,2nd,1st GEE vs 1st FIT,1st FIT,1st GEE,Liam Biddiscombe,13,,5,13,1.00,0
2,2nd,1st GEE vs 1st FIT,1st FIT,1st GEE,Sam Croft,11,,1,26,2.36,0
2,2nd,1st GEE vs 1st FIT,1st FIT,1st GEE,Josh Collins,15,,5,17,1.13,0
1,2nd,1st RIC vs 1st CAR,1st RIC,1st CAR,Aaron Smillie,18,,9,17,0.94,1
1,2nd,1st RIC vs 1st CAR,1st RIC,1st CAR,Seth McGinty,18,,2,55,3.05,0
1,2nd,1st RIC vs 1st CAR,1st RIC,1st CAR,Sean Morrow,19,,6,43,2.26,0
1,2nd,1st RIC vs 1st CAR,1st RIC,1st CAR,Henry Edwards,12,,1,36,3.00,0
1,2nd,1st RIC vs 1st CAR,1st RIC,1st CAR,Lucas Brasher,15,,1,47,3.13,0
1,2nd,1st RIC vs 1st CAR,1st CAR,1st RIC,Jack Trevethan,19.5,,5,60,3.02,0
1,2nd,1st RIC vs 1st CAR,1st CAR,1st RIC,Luke McCann,14,,6,36,2.57,0
1,2nd,1st RIC vs 1st CAR,1st CAR,1st RIC,Griffin Box,10,,2,28,2.80,0
1,2nd,1st RIC vs 1st CAR,1st CAR,1st RIC,Callum McIlveen,16,,6,41,2.56,0
1,2nd,1st RIC vs 1st CAR,1st CAR,1st RIC,Joshua Ash,12,,1,42,3.50,0
2,2nd,1st ST vs 1st CAR,1st ST,1st CAR,Aaron Smillie,25,,8,40,1.60,1
2,2nd,1st ST vs 1st CAR,1st ST,1st CAR,Seth McGinty,19.2,,7,46,2.37,0
2,2nd,1st ST vs 1st CAR,1st ST,1st CAR,Sean Morrow,18,,6,59,3.27,0
2,2nd,1st ST vs 1st CAR,1st ST,1st CAR,Henry Edwards,23,,2,72,3.13,0
2,2nd,1st ST vs 1st CAR,1st ST,1st CAR,Lucas Brasher,20,,1,69,3.45,0
2,2nd,1st ST vs 1st CAR,1st CAR,1st ST,Aaron Harding,12,,4,29,2.41,0
2,2nd,1st ST vs 1st CAR,1st CAR,1st ST,Declan McComb,10,,1,35,3.50,0
2,2nd,1st ST vs 1st CAR,1st CAR,1st ST,Lachlan Graf,9,,3,14,1.55,0
2,2nd,1st ST vs 1st CAR,1st CAR,1st ST,Harry Jones,6,,3,15,2.50,0
2,2nd,1st ST vs 1st CAR,1st CAR,1st ST,James Gray,18.4,,5,30,1.60,0
2,2nd,1st ST vs 1st CAR,1st CAR,1st ST,Angus Newman,2,,0,8,4.00,0
3,2nd,1st FIT vs 1st ST,1st FIT,1st ST,Aaron Harding,19.5,,3,44,2.21,0
3,2nd,1st FIT vs 1st ST,1st FIT,1st ST,Luke Gandy,17,,2,53,3.11,0
3,2nd,1st FIT vs 1st ST,1st FIT,1st ST,Declan McComb,12,,3,32,2.66,0
3,2nd,1st FIT vs 1st ST,1st FIT,1st ST,Lachlan Graf,20,,11,20,1.00,0
3,2nd,1st FIT vs 1st ST,1st FIT,1st ST,James Gray,36,,8,72,2.00,0
3,2nd,1st FIT vs 1st ST,1st ST,1st FIT,Gurnaz Khatra,15,,3,36,2.40,0
3,2nd,1st FIT vs 1st ST,1st ST,1st FIT,Kobe Smith,15,,6,24,1.60,0
3,2nd,1st FIT vs 1st ST,1st ST,1st FIT,Harry Smith,9.3,,3,15,1.57,0
3,2nd,1st FIT vs 1st ST,1st ST,1st FIT,Rupptaz Kharoud,3,,0,16,5.33,0
3,2nd,1st FIT vs 1st ST,1st ST,1st FIT,Liam Myott,13,,3,29,2.23,0
4,2nd,GRE vs FRA,GRE,FRA,Harsh Laxmikant Mohade,10,,1,42,4.20,2
4,2nd,GRE vs FRA,GRE,FRA,Mitchell Cestnik,9.2,,0,36,3.85,2
4,2nd,GRE vs FRA,GRE,FRA,Lochlan Scott,5,,0,19,3.80,2
4,2nd,GRE vs FRA,GRE,FRA,Harrison Wallace,10,,4,38,3.80,0
4,2nd,GRE vs FRA,GRE,FRA,Lachlan Hose,8,,0,34,4.25,0
4,2nd,GRE vs FRA,GRE,FRA,Jamie Matheson,7,,0,30,4.28,0
4,2nd,GRE vs FRA,FRA,GRE,Declan Highgate,10,,0,45,4.50,2
4,2nd,GRE vs FRA,FRA,GRE,Michael Cross,9,,0,27,3.00,3
4,2nd,GRE vs FRA,FRA,GRE,Mitch Clark,8.5,,0,39,4.41,2
4,2nd,GRE vs FRA,FRA,GRE,Aidan McConnell,10,,0,45,4.50,4
4,2nd,GRE vs FRA,FRA,GRE,Ivan Zmak,10,,0,46,4.60,0
4,2nd,MEL vs GEE,MEL,GEE,Patrick Sullivan,10,,0,21,2.10,2
4,2nd,MEL vs GEE,MEL,GEE,Nathan Harper,9.2,,0,63,6.75,7
4,2nd,MEL vs GEE,MEL,GEE,Joshua Slater,8,,0,27,3.37,2
4,2nd,MEL vs GEE,MEL,GEE,Zane Attard,10,,1,34,3.40,0
4,2nd,MEL vs GEE,MEL,GEE,Josh Collins,4,,0,16,4.00,0
4,2nd,MEL vs GEE,MEL,GEE,Paawan Sharma,8,,0,24,3.00,1
4,2nd,MEL vs GEE,GEE,MEL,Glenn Hannah,10,,1,34,3.40,1
4,2nd,MEL vs GEE,GEE,MEL,Nicholas Xavier,6,,0,35,5.83,2
4,2nd,MEL vs GEE,GEE,MEL,Thomas Cesaro,4,,0,22,5.50,2
4,2nd,MEL vs GEE,GEE,MEL,Tom Reid,5,,0,22,4.40,0
4,2nd,MEL vs GEE,GEE,MEL,Phil Halbish,4,,0,17,4.25,0
4,2nd,MEL vs GEE,GEE,MEL,Benjamin Wickham,6,,0,19,3.16,1
4,2nd,MEL vs GEE,GEE,MEL,Kyle Parrott,6.3,,1,33,5.07,0
4,2nd,FIT vs RIN,FIT,RIN,Jonathan Farrand,10,,2,33,3.30,1
4,2nd,FIT vs RIN,FIT,RIN,Liam Walker,10,,0,48,4.80,4
4,2nd,FIT vs RIN,FIT,RIN,Jack Martin,7,,2,24,3.42,1
4,2nd,FIT vs RIN,FIT,RIN,Harry Flynn,3,,0,9,3.00,0
4,2nd,FIT vs RIN,FIT,RIN,Bailey O’Riley,10,,0,37,3.70,0
4,2nd,FIT vs RIN,FIT,RIN,Gabe Lawson,10,,1,47,4.70,1
4,2nd,FIT vs RIN,RIN,FIT,Rupptaz Kharoud,6,,1,25,4.16,0
4,2nd,FIT vs RIN,RIN,FIT,Rahul Surendran,6,,1,14,2.33,1
4,2nd,FIT vs RIN,RIN,FIT,Liam Myott,10,,3,16,1.60,0
4,2nd,FIT vs RIN,RIN,FIT,Angus Robinson,6,,4,3,0.50,0
4,2nd,FIT vs RIN,RIN,FIT,Miller Childs,4,,1,9,2.25,1
4,2nd,FIT vs RIN,RIN,FIT,Kepler Lukies,0.5,,0,0,0.00,0
4,2nd,MEL vs DAN,MEL,DAN,Nathan Whitford,6,,1,33,5.50,1
4,2nd,MEL vs DAN,MEL,DAN,Hayden Wrigglesworth,8.5,,0,52,5.88,5
4,2nd,MEL vs DAN,MEL,DAN,Tyler Evans,9,,1,46,5.11,3
4,2nd,MEL vs DAN,MEL,DAN,Max Marinic,9.1,,0,34,3.70,2
4,2nd,MEL vs DAN,MEL,DAN,Aaron Fernando,10,,0,38,3.80,3
4,2nd,MEL vs DAN,MEL,DAN,Tom Morrison,7,,1,19,2.71,0
4,2nd,MEL vs DAN,DAN,MEL,James Browning,8.5,,0,59,6.67,5
4,2nd,MEL vs DAN,DAN,MEL,Krish Kumar,10,,2,34,3.40,0
4,2nd,MEL vs DAN,DAN,MEL,Harshit Takkar,9.1,,0,30,3.27,6
4,2nd,MEL vs DAN,DAN,MEL,Elliott Durrant,10,,0,31,3.10,0
4,2nd,MEL vs DAN,DAN,MEL,Om Patel,10,,1,39,3.90,2
4,2nd,CAM vs KIN,CAM,KIN,Kyle Scott,9,,1,54,6.00,0
4,2nd,CAM vs KIN,CAM,KIN,Dylan Jacotine,6,,0,43,7.16,7
4,2nd,CAM vs KIN,CAM,KIN,Herbie Fischbacher,5,,0,16,3.20,0
4,2nd,CAM vs KIN,CAM,KIN,Rehan Majoka,10,,0,35,3.50,0
4,2nd,CAM vs KIN,CAM,KIN,William Bowering,10,,1,26,2.60,0
4,2nd,CAM vs KIN,CAM,KIN,Bhanuka Keppetipola,10,,2,32,3.20,0
4,2nd,CAM vs KIN,KIN,CAM,Christopher Gorman,7,,0,19,2.71,1
4,2nd,CAM vs KIN,KIN,CAM,simon greene,4,,0,20,5.00,2
