round,grade,matchup,opposition,bowling_team,bowler_name,overs,maidens,runs,wickets,wides,no_balls
14,2nd,1st PRA vs 1st RIC,1st PRA,1st RIC,Callum McIlveen,18,,4,56,3.11,2
14,2nd,1st PRA vs 1st RIC,1st PRA,1st RIC,Caiden Dobson,20,,6,33,1.65,0
14,2nd,1st PRA vs 1st RIC,1st PRA,1st RIC,Jacob Hinds,5,,0,14,2.80,0
14,2nd,1st PRA vs 1st RIC,1st RIC,1st PRA,William Collins,13,,5,34,2.61,0
14,2nd,1st PRA vs 1st RIC,1st RIC,1st PRA,Max Keogh,17.5,,2,56,3.14,0
14,2nd,1st PRA vs 1st RIC,1st RIC,1st PRA,Charlie Giles,9,,1,24,2.66,2
14,2nd,1st PRA vs 1st RIC,1st RIC,1st PRA,Hugh Birchall,15,,6,24,1.60,0
14,2nd,1st PRA vs 1st RIC,1st RIC,1st PRA,Parth Rath,8,,2,30,3.75,0
14,2nd,1st PRA vs 1st RIC,1st RIC,1st PRA,James Boyce,13,,2,46,3.53,0
14,2nd,1st PRA vs 1st RIC,1st RIC,1st PRA,Will Scott,4,,1,15,3.75,0
14,2nd,1st PRA vs 1st RIC,1st RIC,1st PRA,Riley Backhouse,2,,0,12,6.00,0
14,2nd,1st CAM vs 1st DAN,1st CAM,1st DAN,Hayden Wrigglesworth,10,,6,15,1.50,0
14,2nd,1st CAM vs 1st DAN,1st CAM,1st DAN,Adam McMaster,17,,6,49,2.88,0
14,2nd,1st CAM vs 1st DAN,1st CAM,1st DAN,Parth Hirani,11,,2,34,3.09,0
14,2nd,1st CAM vs 1st DAN,1st CAM,1st DAN,Sayed Rihan,11,,4,28,2.54,0
14,2nd,1st CAM vs 1st DAN,1st CAM,1st DAN,Tyler Evans,5,,1,21,4.20,0
14,2nd,1st CAM vs 1st DAN,1st CAM,1st DAN,Aaron Fernando,21,,4,82,3.90,0
14,2nd,1st CAM vs 1st DAN,1st CAM,1st DAN,Max Marinic,3,,0,13,4.33,0
14,2nd,1st CAM vs 1st DAN,1st CAM,1st DAN,Vishesh Bansal,11,,0,50,4.54,0
14,2nd,1st CAM vs 1st DAN,1st DAN,1st CAM,Daniel Pietz,12,,2,29,2.41,0
14,2nd,1st CAM vs 1st DAN,1st DAN,1st CAM,Charles Simondson,25.3,,4,71,2.78,0
14,2nd,1st CAM vs 1st DAN,1st DAN,1st CAM,Jakey Pietz,22,,7,54,2.45,0
14,2nd,1st CAM vs 1st DAN,1st DAN,1st CAM,Christopher Gorman,13,,1,54,4.15,0
14,2nd,1st CAM vs 1st DAN,1st DAN,1st CAM,Simarjit Pawar,2,,0,16,8.00,0
14,2nd,1st CAM vs 1st DAN,1st DAN,1st CAM,Coby Fitzsimmons,10,,1,29,2.90,0
14,2nd,1st CAM vs 1st DAN,1st DAN,1st CAM,Samuel Olsen,8,,0,21,2.62,0
14,2nd,1st RIN vs 1st CAR,1st RIN,1st CAR,Aaron Smillie,16,,6,34,2.12,0
14,2nd,1st RIN vs 1st CAR,1st RIN,1st CAR,Nicholas Brennan,15,,3,57,3.80,0
14,2nd,1st RIN vs 1st CAR,1st RIN,1st CAR,Sean Morrow,16,,8,57,3.56,0
14,2nd,1st RIN vs 1st CAR,1st RIN,1st CAR,Lucas Brasher,26,,3,101,3.88,0
14,2nd,1st RIN vs 1st CAR,1st RIN,1st CAR,Vincent Bush,10,,1,41,4.10,0
14,2nd,1st RIN vs 1st CAR,1st RIN,1st CAR,Akshith Sriram,3,,1,11,3.66,0
14,2nd,1st RIN vs 1st CAR,1st RIN,1st CAR,Guntaas Brar,4,,0,22,5.50,0
14,2nd,1st RIN vs 1st CAR,1st CAR,1st RIN,Luke Tully,17,,2,64,3.76,0
14,2nd,1st RIN vs 1st CAR,1st CAR,1st RIN,Jonathan Farrand,15,,5,42,2.80,0
14,2nd,1st RIN vs 1st CAR,1st CAR,1st RIN,Liam Walker,11,,0,57,5.18,1
14,2nd,1st RIN vs 1st CAR,1st CAR,1st RIN,Matthew Mountain,17,,1,69,4.05,1
14,2nd,1st RIN vs 1st CAR,1st CAR,1st RIN,Jack Martin,13,,4,42,3.23,0
14,2nd,1st RIN vs 1st CAR,1st CAR,1st RIN,Prabhav Mishra,5.5,,2,27,4.62,0
14,2nd,1st RIN vs 1st CAR,1st CAR,1st RIN,Bailey O’Riley,8,,2,30,3.75,0
15,2nd,1st FIT vs 1st FRA,1st FIT,1st FRA,Harsh Laxmikant Mohade,14,,4,35,2.50,0
15,2nd,1st FIT vs 1st FRA,1st FIT,1st FRA,Jack Hay,15,,4,30,2.00,0
15,2nd,1st FIT vs 1st FRA,1st FIT,1st FRA,Mitchell Cestnik,10.1,,1,42,4.13,1
15,2nd,1st FIT vs 1st FRA,1st FIT,1st FRA,Ned Hurley,9,,1,19,2.11,0
15,2nd,1st FIT vs 1st FRA,1st FIT,1st FRA,Jye Dignan,30,,4,75,2.50,0
15,2nd,1st FIT vs 1st FRA,1st FIT,1st FRA,Tanush Nandini,11,,2,43,3.90,0
15,2nd,1st FIT vs 1st FRA,1st FRA,1st FIT,Kobe Smith,7,,3,8,1.14,0
15,2nd,1st FIT vs 1st FRA,1st FRA,1st FIT,Harry Smith,17,,5,36,2.11,0
15,2nd,1st FIT vs 1st FRA,1st FRA,1st FIT,Miller Childs,11,,5,20,1.81,0
15,2nd,1st FIT vs 1st FRA,1st FRA,1st FIT,Kepler Lukies,12,,6,11,0.91,0
15,2nd,1st FIT vs 1st FRA,1st FRA,1st FIT,Liam Myott,17.1,,8,33,1.92,0
15,2nd,1st FIT vs 1st FRA,1st FRA,1st FIT,Brodie Richardson,9,,3,26,2.88,0
15,2nd,1st ST vs 1st CAM,1st ST,1st CAM,Aidan Nicholls,16,,2,38,2.37,0
15,2nd,1st ST vs 1st CAM,1st ST,1st CAM,Christopher Gorman,12,,3,47,3.91,0
15,2nd,1st ST vs 1st CAM,1st ST,1st CAM,Jakey Pietz,15,,4,35,2.33,0
15,2nd,1st ST vs 1st CAM,1st ST,1st CAM,Daniel Pietz,11,,5,17,1.54,0
15,2nd,1st ST vs 1st CAM,1st ST,1st CAM,Coby Fitzsimmons,14,,3,29,2.07,0
15,2nd,1st ST vs 1st CAM,1st ST,1st CAM,Kevin Prior,17.1,,5,48,2.79,0
15,2nd,1st ST vs 1st CAM,1st ST,1st CAM,DAKSH SAINI,8,,1,24,3.00,0
15,2nd,1st ST vs 1st CAM,1st ST,1st CAM,Samuel Olsen,2,,0,8,4.00,0
15,2nd,1st ST vs 1st CAM,1st CAM,1st ST,Thomas Paddington,16,,6,25,1.56,5
15,2nd,1st ST vs 1st CAM,1st CAM,1st ST,Aaron Harding,14.4,,5,39,2.65,0
15,2nd,1st ST vs 1st CAM,1st CAM,1st ST,Harry Jones,11,,1,17,1.54,0
15,2nd,1st ST vs 1st CAM,1st CAM,1st ST,Lachlan Graf,13,,3,23,1.76,0
15,2nd,1st ST vs 1st CAM,1st CAM,1st ST,James Gray,20,,6,36,1.80,0
15,2nd,1st PRA vs 1st MEL,1st PRA,1st MEL,James Browning,14.3,,2,48,3.31,1
15,2nd,1st PRA vs 1st MEL,1st PRA,1st MEL,Krish Kumar,16,,6,42,2.62,0
15,2nd,1st PRA vs 1st MEL,1st PRA,1st MEL,Jacob Stevenson,16,,6,38,2.37,0
15,2nd,1st PRA vs 1st MEL,1st PRA,1st MEL,Om Patel,32,,9,88,2.75,0
15,2nd,1st PRA vs 1st MEL,1st PRA,1st MEL,Brodie O'Donnell,13,,3,49,3.76,0
15,2nd,1st PRA vs 1st MEL,1st PRA,1st MEL,Elliott Durrant,9,,0,40,4.44,0
15,2nd,1st PRA vs 1st MEL,1st MEL,1st PRA,Sam Beer,13,,4,37,2.84,0
15,2nd,1st PRA vs 1st MEL,1st MEL,1st PRA,William Collins,6,,0,40,6.66,0
15,2nd,1st PRA vs 1st MEL,1st MEL,1st PRA,James Boyce,27,,13,42,1.55,0
15,2nd,1st PRA vs 1st MEL,1st MEL,1st PRA,Hugh Birchall,13,,1,34,2.61,0
15,2nd,1st PRA vs 1st MEL,1st MEL,1st PRA,Pranav Menon,5,,2,8,1.60,0
15,2nd,1st PRA vs 1st MEL,1st MEL,1st PRA,Charlie Giles,7,,1,20,2.85,0
15,2nd,1st NOR vs 1st ESS,1st NOR,1st ESS,Lachie Busk,10,,2,34,3.40,1
15,2nd,1st NOR vs 1st ESS,1st NOR,1st ESS,Krit Darji,8,,1,25,3.12,0
15,2nd,1st NOR vs 1st ESS,1st NOR,1st ESS,Navdeep Rai,19,,9,35,1.84,0
15,2nd,1st NOR vs 1st ESS,1st NOR,1st ESS,Arin Mishra,15,,5,35,2.33,1
15,2nd,1st NOR vs 1st ESS,1st NOR,1st ESS,Henry Robertson,8.5,,4,14,1.58,0
15,2nd,1st NOR vs 1st ESS,1st NOR,1st ESS,Jarrod Parsons,1,,0,8,8.00,0
15,2nd,1st NOR vs 1st ESS,1st NOR,1st ESS,Simrth Singh Gill,3,,0,13,4.33,0
15,2nd,1st NOR vs 1st ESS,1st ESS,1st NOR,Leonardo Manteit,21,,4,52,2.47,0
15,2nd,1st NOR vs 1st ESS,1st ESS,1st NOR,Ethan Sharkey,10,,4,15,1.50,0
15,2nd,1st NOR vs 1st ESS,1st ESS,1st NOR,Tremayne Ryder,6,,2,7,1.16,0
15,2nd,1st NOR vs 1st ESS,1st ESS,1st NOR,Roby Lane,28.2,,16,48,1.69,0
15,2nd,1st NOR vs 1st ESS,1st ESS,1st NOR,Samson Storey,2,,0,8,4.00,0
15,2nd,1st NOR vs 1st ESS,2nd NOR,1st NOR,Lachie Busk,6,,0,27,4.50,0
15,2nd,1st NOR vs 1st ESS,2nd NOR,1st NOR,Navdeep Rai,6,,4,2,0.33,0
15,2nd,1st KIN vs 1st GRE,1st KIN,1st GRE,Tobias Sutherland,15,,7,39,2.60,0
15,2nd,1st KIN vs 1st GRE,1st KIN,1st GRE,Michael Cross,14,,5,24,1.71,0
15,2nd,1st KIN vs 1st GRE,1st KIN,1st GRE,Chandramauli Sridev,9,,3,19,2.11,0
15,2nd,1st KIN vs 1st GRE,1st KIN,1st GRE,Lewis Dichiera,16,,5,54,3.37,0
15,2nd,1st KIN vs 1st GRE,1st KIN,1st GRE,Eshann Singh,24.3,,8,57,2.32,0
15,2nd,1st KIN vs 1st GRE,1st KIN,1st GRE,Nirmana Fernando,6,,0,31,5.16,0
15,2nd,1st KIN vs 1st GRE,1st KIN,1st GRE,Ashley Fernando,13,,6,28,2.15,0
15,2nd,1st KIN vs 1st GRE,1st GRE,1st KIN,Kyle Scott,5,,0,36,7.20,0
15,2nd,1st KIN vs 1st GRE,1st GRE,1st KIN,Bradley Stow,6,,1,20,3.33,0
15,2nd,1st KIN vs 1st GRE,1st GRE,1st KIN,Luke Sullivan,12,,2,36,3.00,0
15,2nd,1st KIN vs 1st GRE,1st GRE,1st KIN,Rehan Majoka,17.5,,7,43,2.41,1
15,2nd,1st KIN vs 1st GRE,1st GRE,1st KIN,Bhanuka Keppetipola,12,,5,26,2.16,0
15,2nd,1st KIN vs 1st GRE,2nd KIN,1st KIN,Tobias Sutherland,3,,1,6,2.00,0
15,2nd,1st KIN vs 1st GRE,2nd KIN,1st KIN,Michael Cross,2,,1,4,2.00,0
15,2nd,1st GEE vs 1st DAN,1st GEE,1st DAN,Hayden Wrigglesworth,12,,0,42,3.50,0
15,2nd,1st GEE vs 1st DAN,1st GEE,1st DAN,Adam McMaster,13,,2,36,2.76,0
15,2nd,1st GEE vs 1st DAN,1st GEE,1st DAN,Parth Hirani,9,,1,36,4.00,0
15,2nd,1st GEE vs 1st DAN,1st GEE,1st DAN,Nathan Giove,13,,4,35,2.69,0
15,2nd,1st GEE vs 1st DAN,1st GEE,1st DAN,Aaron Fernando,15,,2,58,3.86,0
15,2nd,1st GEE vs 1st DAN,1st GEE,1st DAN,Rohan Chandel,11,,2,41,3.72,0
15,2nd,1st GEE vs 1st DAN,1st GEE,1st DAN,Vishesh Bansal,19,,5,41,2.15,0
15,2nd,1st GEE vs 1st DAN,1st GEE,1st DAN,Sayed Rihan,5,,0,15,3.00,0
15,2nd,1st GEE vs 1st DAN,1st GEE,1st DAN,Venuk Hemachandra,0,,0,0,0.00,0
15,2nd,1st GEE vs 1st DAN,1st GEE,1st DAN,Aryan Mohan,0,,0,0,0.00,0
15,2nd,1st GEE vs 1st DAN,1st DAN,1st GEE,Oliver Haberfield,11,,1,35,3.18,0
15,2nd,1st GEE vs 1st DAN,1st DAN,1st GEE,Kieren Helwig,3,,2,2,0.66,0
15,2nd,1st GEE vs 1st DAN,1st DAN,1st GEE,Lachlan Neate,14,,7,39,2.78,0
15,2nd,1st GEE vs 1st DAN,1st DAN,1st GEE,Joshua Slater,10.3,,1,25,2.38,0
15,2nd,1st GEE vs 1st DAN,1st DAN,1st GEE,Liam Biddiscombe,16,,6,36,2.25,0
15,2nd,1st GEE vs 1st DAN,1st DAN,1st GEE,Josh Collins,8,,2,26,3.25,0
15,2nd,1st GEE vs 1st DAN,1st DAN,1st GEE,Sam Croft,4,,0,18,4.50,0
15,2nd,1st GEE vs 1st DAN,1st DAN,1st GEE,Ryan Aikman,0,,0,0,0.00,0
15,2nd,1st GEE vs 1st DAN,1st DAN,1st GEE,Santhosh Ramireddy,0,,0,0,0.00,0
15,2nd,1st FOO vs 1st CAS,1st FOO,1st CAS,Evan Allaway,21.4,,1,75,3.46,0
15,2nd,1st FOO vs 1st CAS,1st FOO,1st CAS,Matthew Sheridan,18,,3,85,4.72,0
15,2nd,1st FOO vs 1st CAS,1st FOO,1st CAS,Jacob Long,18,,5,71,3.94,0
15,2nd,1st FOO vs 1st CAS,1st FOO,1st CAS,Krishna Sridhar,8,,1,34,4.25,0
15,2nd,1st FOO vs 1st CAS,1st FOO,1st CAS,Akshay Ramkumar,21,,2,66,3.14,0
15,2nd,1st FOO vs 1st CAS,1st FOO,1st CAS,Neville Avari,18,,2,50,2.77,0
15,2nd,1st FOO vs 1st CAS,1st CAS,1st FOO,Ashton Frost,9,,3,20,2.22,0
15,2nd,1st FOO vs 1st CAS,1st CAS,1st FOO,Aiden D'Souza,9,,2,30,3.33,0
15,2nd,1st FOO vs 1st CAS,1st CAS,1st FOO,Luke Gilham,9,,3,22,2.44,1
15,2nd,1st FOO vs 1st CAS,1st CAS,1st FOO,Aayan Nadeem,2,,0,6,3.00,0
15,2nd,1st FOO vs 1st CAS,1st CAS,1st FOO,Bailey Toseland,15.5,,0,59,3.72,0
15,2nd,1st FOO vs 1st CAS,1st CAS,1st FOO,Blake Aggelis,15,,1,54,3.60,0
15,2nd,1st RIC vs 1st RIN,1st RIC,1st RIN,Jarryd Cameron,15.5,,4,22,1.38,0
15,2nd,1st RIC vs 1st RIN,1st RIC,1st RIN,Jonathan Farrand,15,,3,34,2.26,0
15,2nd,1st RIC vs 1st RIN,1st RIC,1st RIN,Jack Martin,7,,2,24,3.42,0
15,2nd,1st RIC vs 1st RIN,1st RIC,1st RIN,Liam Walker,11,,2,34,3.09,0
15,2nd,1st RIC vs 1st RIN,1st RIC,1st RIN,Harry Flynn,8,,2,25,3.12,0
15,2nd,1st RIC vs 1st RIN,1st RIC,1st RIN,Timothy Sugumar,18,,8,41,2.27,0
15,2nd,1st RIC vs 1st RIN,1st RIC,1st RIN,Matthew Mountain,3,,0,7,2.33,0
15,2nd,1st RIC vs 1st RIN,1st RIC,1st RIN,Charlie Moore,3,,0,9,3.00,0
15,2nd,1st RIC vs 1st RIN,1st RIN,1st RIC,Jack Trevethan,11,,0,39,3.54,0
15,2nd,1st RIC vs 1st RIN,1st RIN,1st RIC,Luke McCann,16,,6,61,3.81,0
15,2nd,1st RIC vs 1st RIN,1st RIN,1st RIC,Prithish Pancholi,11,,2,34,3.09,0
15,2nd,1st RIC vs 1st RIN,1st RIN,1st RIC,Callum McIlveen,15,,4,38,2.53,0
15,2nd,1st RIC vs 1st RIN,1st RIN,1st RIC,Joshua Ash,12.1,,1,62,5.09,0
15,2nd,1st RIC vs 1st RIN,1st RIN,1st RIC,Jack Iverson,1,,0,12,12.00,0
15,2nd,1st RIC vs 1st RIN,1st RIN,1st RIC,Jacob Hinds,6,,0,18,3.00,0
15,2nd,1st MEL vs 1st CAR,1st MEL,1st CAR,Vincent Bush,17,,3,72,4.23,0
15,2nd,1st MEL vs 1st CAR,1st MEL,1st CAR,Sean Morrow,17,,2,44,2.58,0
15,2nd,1st MEL vs 1st CAR,1st MEL,1st CAR,Jack Beer,14,,6,24,1.71,0
15,2nd,1st MEL vs 1st CAR,1st MEL,1st CAR,Akshith Sriram,3,,0,12,4.00,0
15,2nd,1st MEL vs 1st CAR,1st MEL,1st CAR,Lucas Brasher,29,,5,78,2.68,0
15,2nd,1st MEL vs 1st CAR,1st MEL,1st CAR,Henry Edwards,19,,0,72,3.78,0
15,2nd,1st MEL vs 1st CAR,1st CAR,1st MEL,Glenn Hannah,21,,5,46,2.19,1
15,2nd,1st MEL vs 1st CAR,1st CAR,1st MEL,Wilson McGillivray,24,,6,74,3.08,4
15,2nd,1st MEL vs 1st CAR,1st CAR,1st MEL,Nicholas Xavier,8,,1,42,5.25,2
15,2nd,1st MEL vs 1st CAR,1st CAR,1st MEL,Phil Halbish,5,,0,30,6.00,0
15,2nd,1st MEL vs 1st CAR,1st CAR,1st MEL,Samuel Field,24,,5,50,2.08,0
15,2nd,1st MEL vs 1st CAR,1st CAR,1st MEL,Benjamin Wickham,2,,1,10,5.00,0
15,2nd,1st MEL vs 1st CAR,1st CAR,1st MEL,Charles Lill,1,,0,7,7.00,0
16,2nd,1st DAN vs 1st MEL,1st DAN,1st MEL,Thomas Cesaro,16,,1,75,4.68,0
16,2nd,1st DAN vs 1st MEL,1st DAN,1st MEL,Isaac Bepey,18,,2,59,3.27,2
16,2nd,1st DAN vs 1st MEL,1st DAN,1st MEL,Tom Reid,11,,4,38,3.45,0
16,2nd,1st DAN vs 1st MEL,1st DAN,1st MEL,Sam Anderson,8,,2,30,3.75,0
16,2nd,1st DAN vs 1st MEL,1st DAN,1st MEL,Samuel Field,26,,11,47,1.80,0
16,2nd,1st DAN vs 1st MEL,1st DAN,1st MEL,Phil Halbish,14,,5,31,2.21,0
16,2nd,1st DAN vs 1st MEL,1st DAN,1st MEL,Benjamin Wickham,9,,1,16,1.77,1
16,2nd,1st DAN vs 1st MEL,1st DAN,1st MEL,Charles Lill,4,,0,14,3.50,0
16,2nd,1st DAN vs 1st MEL,1st MEL,1st DAN,Hayden Wrigglesworth,9,,0,63,7.00,0
16,2nd,1st DAN vs 1st MEL,1st MEL,1st DAN,Adam McMaster,11,,2,45,4.09,0
16,2nd,1st DAN vs 1st MEL,1st MEL,1st DAN,Parth Hirani,8.3,,1,35,4.11,0
16,2nd,1st DAN vs 1st MEL,1st MEL,1st DAN,Nathan Giove,3.5,,1,13,3.39,0
16,2nd,1st DAN vs 1st MEL,1st MEL,1st DAN,Vishesh Bansal,8.1,,0,39,4.77,0
16,2nd,1st DAN vs 1st MEL,1st MEL,1st DAN,Neil D'Souza,8,,1,32,4.00,0
16,2nd,1st DAN vs 1st MEL,1st MEL,1st DAN,Kartikay Sharma,9,,1,42,4.66,0
16,2nd,1st DAN vs 1st MEL,1st MEL,1st DAN,Aaron Fernando,11,,0,43,3.90,0
16,2nd,1st FIT vs 1st KIN,1st FIT,1st KIN,Kyle Scott,17,,4,40,2.35,0
16,2nd,1st FIT vs 1st KIN,1st FIT,1st KIN,Bradley Stow,6,,1,13,2.16,0
16,2nd,1st FIT vs 1st KIN,1st FIT,1st KIN,Luke Sullivan,8,,1,27,3.37,0
16,2nd,1st FIT vs 1st KIN,1st FIT,1st KIN,Rehan Majoka,26.1,,6,48,1.83,0
16,2nd,1st FIT vs 1st KIN,1st FIT,1st KIN,Bhanuka Keppetipola,19,,9,21,1.10,0
16,2nd,1st FIT vs 1st KIN,1st FIT,1st KIN,Roshan Gunatilake,4,,1,10,2.50,0
16,2nd,1st FIT vs 1st KIN,1st KIN,1st FIT,Rahul Surendran,22,,9,56,2.54,0
16,2nd,1st FIT vs 1st KIN,1st KIN,1st FIT,Harry Smith,22,,12,26,1.18,0
16,2nd,1st FIT vs 1st KIN,1st KIN,1st FIT,Miller Childs,13,,6,27,2.07,0
16,2nd,1st FIT vs 1st KIN,1st KIN,1st FIT,Liam Myott,14,,5,27,1.92,0
16,2nd,1st FIT vs 1st KIN,1st KIN,1st FIT,Brodie Richardson,1,,0,10,10.00,0
16,2nd,1st FIT vs 1st KIN,1st KIN,1st FIT,Kepler Lukies,6,,3,18,3.00,0
16,2nd,1st CAS vs 1st RIN,1st CAS,1st RIN,Jarryd Cameron,23,,9,49,2.13,0
16,2nd,1st CAS vs 1st RIN,1st CAS,1st RIN,Jonathan Farrand,15,,4,38,2.53,0
16,2nd,1st CAS vs 1st RIN,1st CAS,1st RIN,Jack Martin,11,,3,19,1.72,0
16,2nd,1st CAS vs 1st RIN,1st CAS,1st RIN,Liam Walker,10.2,,2,27,2.61,0
16,2nd,1st CAS vs 1st RIN,1st CAS,1st RIN,Harry Flynn,7,,2,16,2.28,0
16,2nd,1st CAS vs 1st RIN,1st CAS,1st RIN,Timothy Sugumar,17,,3,36,2.11,0
16,2nd,1st CAS vs 1st RIN,1st CAS,1st RIN,Charlie Moore,3,,1,5,1.66,0
16,2nd,1st CAS vs 1st RIN,1st RIN,1st CAS,Evan Allaway,22,,7,50,2.27,0
16,2nd,1st CAS vs 1st RIN,1st RIN,1st CAS,Jacob Long,13,,3,19,1.46,0
16,2nd,1st CAS vs 1st RIN,1st RIN,1st CAS,Matthew Sheridan,11,,1,30,2.72,0
16,2nd,1st CAS vs 1st RIN,1st RIN,1st CAS,Neville Avari,25,,5,52,2.08,0
16,2nd,1st CAS vs 1st RIN,1st RIN,1st CAS,Krishna Sridhar,5,,2,11,2.20,0
16,2nd,1st CAS vs 1st RIN,1st RIN,1st CAS,Tristan Booth,12,,2,25,2.08,0
16,2nd,1st FOO vs 1st ESS,1st FOO,1st ESS,Noah Guida,14,,2,74,5.28,0
16,2nd,1st FOO vs 1st ESS,1st FOO,1st ESS,Navdeep Rai,9,,0,46,5.11,0
16,2nd,1st FOO vs 1st ESS,1st FOO,1st ESS,Arin Mishra,17,,1,74,4.35,0
16,2nd,1st FOO vs 1st ESS,1st FOO,1st ESS,Aaron Cornish,36,,0,117,3.25,0
16,2nd,1st FOO vs 1st ESS,1st FOO,1st ESS,Jarrod Parsons,24,,1,94,3.91,0
16,2nd,1st FOO vs 1st ESS,1st FOO,1st ESS,Aidan Salvado,0,,0,0,0.00,0
16,2nd,1st FOO vs 1st ESS,1st FOO,1st ESS,Vihanga Fernando,0,,0,0,0.00,0
16,2nd,1st FOO vs 1st ESS,1st FOO,1st ESS,Paul Wasiewicz,0,,0,0,0.00,0
16,2nd,1st FOO vs 1st ESS,1st FOO,1st ESS,Nicholas Markovski,0,,0,0,0.00,0
16,2nd,1st FOO vs 1st ESS,1st FOO,1st ESS,Jackson Martin,0,,0,0,0.00,0
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Max Birthisel,19.2,,5,61,3.15,3
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Ashton Frost,8,,3,22,2.75,0
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Aiden D'Souza,8,,1,26,3.25,0
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Luke Gilham,3,,0,6,2.00,0
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Bailey Toseland,24,,2,100,4.16,0
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Blake Aggelis,20,,4,57,2.85,0
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Daksh Kumar,2,,0,5,2.50,0
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Aayan Nadeem,0,,0,0,0.00,0
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Noah Panaia,0,,0,0,0.00,0
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Dezi Carter,0,,0,0,0.00,0
16,2nd,1st FOO vs 1st ESS,1st ESS,1st FOO,Max Hatzoglou,0,,0,0,0.00,0
16,2nd,1st GRE vs 1st MEL,1st GRE,1st MEL,James Browning,16.1,,4,43,2.65,0
16,2nd,1st GRE vs 1st MEL,1st GRE,1st MEL,Krish Kumar,18,,5,38,2.11,0
16,2nd,1st GRE vs 1st MEL,1st GRE,1st MEL,Jacob Stevenson,13,,5,24,1.84,0
16,2nd,1st GRE vs 1st MEL,1st GRE,1st MEL,Om Patel,29,,9,72,2.48,0
16,2nd,1st GRE vs 1st MEL,1st GRE,1st MEL,Brodie O'Donnell,22,,8,48,2.18,0
16,2nd,1st GRE vs 1st MEL,1st MEL,1st GRE,Armann Singh,13,,2,31,2.38,1
16,2nd,1st GRE vs 1st MEL,1st MEL,1st GRE,Michael Cross,9,,1,32,3.55,0
16,2nd,1st GRE vs 1st MEL,1st MEL,1st GRE,Samuel Clark,9,,2,29,3.22,0
16,2nd,1st GRE vs 1st MEL,1st MEL,1st GRE,Chandramauli Sridev,5,,0,22,4.40,0
16,2nd,1st GRE vs 1st MEL,1st MEL,1st GRE,Ivan Zmak,10,,0,73,7.30,0
16,2nd,1st GRE vs 1st MEL,1st MEL,1st GRE,Eshann Singh,16,,1,43,2.68,0
16,2nd,1st CAR vs 1st CAM,1st CAR,1st CAM,Aidan Nicholls,11,,1,45,4.09,0
16,2nd,1st CAR vs 1st CAM,1st CAR,1st CAM,Daniel Pietz,5,,0,25,5.00,0
16,2nd,1st CAR vs 1st CAM,1st CAR,1st CAM,Jakey Pietz,20.3,,4,52,2.53,0
16,2nd,1st CAR vs 1st CAM,1st CAR,1st CAM,Kevin Prior,17,,10,23,1.35,0
16,2nd,1st CAR vs 1st CAM,1st CAR,1st CAM,Christopher Gorman,4,,0,16,4.00,0
16,2nd,1st CAR vs 1st CAM,1st CAR,1st CAM,Coby Fitzsimmons,9,,1,16,1.77,1
16,2nd,1st CAR vs 1st CAM,1st CAM,1st CAR,Vincent Bush,6.5,,1,23,3.36,0
16,2nd,1st CAR vs 1st CAM,1st CAM,1st CAR,Seth McGinty,18,,8,33,1.83,0
16,2nd,1st CAR vs 1st CAM,1st CAM,1st CAR,Sean Morrow,15,,2,35,2.33,0
16,2nd,1st CAR vs 1st CAM,1st CAM,1st CAR,Lucas Brasher,13,,2,41,3.15,0
16,2nd,1st CAR vs 1st CAM,1st CAM,1st CAR,Henry Edwards,12,,4,41,3.41,0
16,2nd,1st CAR vs 1st CAM,1st CAM,1st CAR,Cameron Stevenson,15,,3,31,2.06,0
16,2nd,1st CAR vs 1st CAM,2nd CAR,1st CAR,Aidan Nicholls,4,,0,15,3.75,0
16,2nd,1st CAR vs 1st CAM,2nd CAR,1st CAR,Christopher Gorman,2,,1,4,2.00,0
16,2nd,1st CAR vs 1st CAM,2nd CAR,1st CAR,Daniel Pietz,2,,1,2,1.00,0
16,2nd,1st FRA vs 1st GEE,1st FRA,1st GEE,Kyle Bienefelt,22,,4,69,3.13,1
16,2nd,1st FRA vs 1st GEE,1st FRA,1st GEE,Kieren Helwig,12,,2,38,3.16,0
16,2nd,1st FRA vs 1st GEE,1st FRA,1st GEE,Joshua Slater,13,,2,54,4.15,0
16,2nd,1st FRA vs 1st GEE,1st FRA,1st GEE,Josh Collins,16,,3,93,5.81,0
16,2nd,1st FRA vs 1st GEE,1st FRA,1st GEE,Liam Biddiscombe,14,,3,32,2.28,0
16,2nd,1st FRA vs 1st GEE,1st FRA,1st GEE,Sam Croft,17,,3,60,3.52,0
16,2nd,1st FRA vs 1st GEE,1st FRA,1st GEE,Lincoln Koliba,2,,0,12,6.00,0
